Year/Make, Model, Price, Rating, Mileage
Used 2021 GMC, Acadia SLE AWD, 24000, Excellent Price, 38763, 
Used 2021 GMC, Terrain SLT AWD, 23995, Great Price, 15428, 
Used 2021 GMC, Acadia SLT AWD, 28795, Great Price, 27450, 
Used 2021 GMC, Terrain SLT AWD, 22892, Great Price, 33451, 
Used 2021 GMC, Sierra 2500HD Denali Crew Cab Standard Bed 4WD, 49695, Great Price, 113234, 
Used 2021 GMC, Acadia SLE FWD, 21695, Fair Price, 70322, 
Used 2021 GMC, Sierra 1500 AT4 Crew Cab Short Bed 4WD, 41965, Fair Price, 44508, 
Used 2021 GMC, Yukon Denali 4WD, 48795, Great Price, 76476, 
Used 2021 GMC, Sierra 1500 Crew Cab Short Bed 4WD, 32595, Fair Price, 41211, 
Used 2021 GMC, Terrain SLE AWD, 24095, High Price, 40934, 
Used 2021 GMC, Yukon Denali 4WD, 58674, Great Price, 34309, 
Used 2021 GMC, Yukon Denali 4WD, 45905, Great Price, 104278, 
Used 2021 GMC, Yukon AT4 4WD, 49203, Great Price, 66660, 
Used 2021 GMC, Terrain SLE FWD, 16995, High Price, 104623, 
Used 2021 GMC, Acadia SLE AWD, 18995, High Price, 141775, 
Used 2021 GMC, Yukon Denali 4WD, 49730, Great Price, 63001, 
Used 2021 GMC, Sierra 1500 Elevation with 3SB Crew Cab Short Bed 4WD, 33369, Fair Price, 93592, 
Used 2021 GMC, Sierra 1500 AT4 Crew Cab Short Bed 4WD, 33945, Great Price, 112535, 
Used 2021 GMC, Terrain SLT AWD, 23500, High Price, 33030, 
Used 2021 GMC, Sierra 1500 AT4 Crew Cab Short Bed 4WD, 34500, Excellent Price, 95638, 
Used 2021 GMC, Sierra 1500 Elevation with 3SB Crew Cab Short Bed 4WD, 32445, Fair Price, 102935, 
Used 2021 GMC, Yukon XL AT4 4WD, 48500, High Price, 71909, 
Used 2021 GMC, Sierra 1500 Elevation with 3VL Crew Cab Short Bed 4WD, 27991, High Price, 101049, 
Used 2021 GMC, Sierra 1500 Elevation with 3SB Crew Cab Short Bed 4WD, 34495, High Price, 81116, 
Used 2021 GMC, Yukon XL Denali 4WD, 50488, Fair Price, 75066, 
Used 2021 GMC, Terrain SLT FWD, 20991, High Price, 58136, 
Used 2021 GMC, Yukon XL Denali 4WD, 51998, Great Price, 61018, 
Used 2021 GMC, Yukon AT4 4WD, 53995, High Price, 57451, 
