Year/Make, Model, Price, Rating, Mileage
Used 2019 Maserati, Levante Trofeo 3.8L, 69995, Excellent Price, 13790, 
Used 2019 Maserati, Ghibli S RWD, 23995, Excellent Price, 46530, 
Used 2019 Maserati, Quattroporte GTS GranLusso 3.8L, 59995, High Price, 27752, 
Used 2019 Maserati, Ghibli S Q4 GranLusso AWD, 39995, High Price, 47660, 
Used 2019 Maserati, Levante GranSport 3.0L, 21995, High Price, 88477, 
Used 2019 Maserati, Levante GranSport 3.0L, 30995, High Price, 48710, 
Used 2019 Maserati, Levante SUV, 31495, High Price, 20354, 
Used 2019 Maserati, Levante GranSport 3.0L, 32494, High Price, 21901, 
Used 2019 Maserati, Levante S GranLusso 3.0L, 21900, Fair Price, 76377, 
Used 2019 Maserati, Levante SUV, 24995, High Price, 59211, 
Used 2019 Maserati, Ghibli S Q4 AWD, 31755, High Price, 33415, 
Used 2019 Maserati, Levante GranSport 3.0L, 28888, High Price, 57097, 
