Year/Make, Model, Price, Rating, Mileage
Used 2021 Alfa Romeo, Giulia Ti AWD, 25489, Great Price, 35905, 
Used 2021 Alfa Romeo, Stelvio Quadrifoglio AWD, 32998, Excellent Price, 60115, 
