Year/Make, Model, Price, Rating, Mileage
Used 2021 Mazda, Mazda3 2.5 Turbo Premium Plus 5-Door AWD, 26595, Great Price, 38966, 
Used 2021 Mazda, CX-5 Touring AWD, 16500, Great Price, 129690, 
Used 2021 Mazda, CX-5 Carbon Edition Turbo AWD, 22990, Excellent Price, 56462, 
Used 2021 Mazda, CX-9 Grand Touring AWD, 27949, Great Price, 42458, 
Used 2021 Mazda, CX-9 Grand Touring AWD, 26550, Great Price, 57606, 
Used 2021 Mazda, CX-5 Touring AWD, 21500, Fair Price, 68344, 
Used 2021 Mazda, CX-30 AWD, 20990, Fair Price, 36935, 
Used 2021 Mazda, CX-30 Turbo AWD, 23494, High Price, 42732, 
Used 2021 Mazda, CX-30 Select FWD, 17935, Fair Price, 70272, 
Used 2021 Mazda, CX-30 Select AWD, 18993, High Price, 45617, 
