Year/Make, Model, Price, Rating, Mileage
Used 2020 Mazda, Mazda6 Touring Automatic, 19846, Great Price, 36083, 
Used 2020 Mazda, Mazda3 Premium 5-Door AWD Automatic, 23781, Excellent Price, 9426, 
Used 2020 Mazda, MX-5 Miata RF Grand Touring Manual, 23700, Great Price, 43573, 
Used 2020 Mazda, Mazda6 Touring Automatic, 13990, Excellent Price, 117451, 
Used 2020 Mazda, Mazda6 Touring Automatic, 19846, Great Price, 36083, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 23191, Great Price, 44860, 
Used 2020 Mazda, CX-3 Sport AWD, 17500, Great Price, 69810, 
Used 2020 Mazda, CX-5 Touring AWD, 16500, Great Price, 101439, 
Used 2020 Mazda, CX-5 Grand Touring Reserve AWD, 21490, Excellent Price, 67923, 
Used 2020 Mazda, Mazda3 Preferred 4-Door FWD Automatic, 21086, Great Price, 4428, 
Used 2020 Mazda, MX-5 Miata RF Grand Touring Automatic, 24981, Great Price, 33829, 
Used 2020 Mazda, Mazda3 Premium 5-Door FWD Manual, 19795, Great Price, 73691, 
Used 2020 Mazda, CX-30 Preferred Package AWD, 21000, Great Price, 30454, 
Used 2020 Mazda, CX-30 Premium Package AWD, 23206, Excellent Price, 11200, 
Used 2020 Mazda, Mazda3 Base 4-Door FWD, 14475, Fair Price, 95029, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 11500, Excellent Price, 198014, 
Used 2020 Mazda, MX-5 Miata Grand Touring Automatic, 25495, Great Price, 11739, 
Used 2020 Mazda, CX-5 Grand Touring Reserve AWD, 24952, Excellent Price, 30876, 
Used 2020 Mazda, CX-5 Touring AWD, 22998, Fair Price, 52552, 
Used 2020 Mazda, CX-30 Premium Package AWD, 20788, Excellent Price, 36890, 
Used 2020 Mazda, CX-5 Grand Touring Reserve AWD, 24352, Excellent Price, 36857, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 20287, Fair Price, 68739, 
Used 2020 Mazda, MX-5 Miata RF Grand Touring Manual, 28980, Fair Price, 11564, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 21769, Fair Price, 61444, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 23998, Fair Price, 50897, 
Used 2020 Mazda, CX-3 Sport AWD, 18950, Fair Price, 47317, 
Used 2020 Mazda, MX-5 Miata Sport Manual, 21998, Fair Price, 55175, 
Used 2020 Mazda, MX-5 Miata RF 100th Anniversary Auto, 25125, Excellent Price, 13098, 
Used 2020 Mazda, CX-5 Touring AWD, 23900, High Price, 36839, 
Used 2020 Mazda, CX-5 Sport AWD, 22750, Fair Price, 26313, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 24451, Fair Price, 36751, 
Used 2020 Mazda, CX-5 Touring AWD, 24998, High Price, 31002, 
Used 2020 Mazda, CX-30 Select Package FWD, 22452, High Price, 40419, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 24451, Fair Price, 36751, 
Used 2020 Mazda, MX-5 Miata RF Club Manual, 26998, Fair Price, 32770, 
Used 2020 Mazda, CX-30 AWD, 17900, Great Price, 57559, 
Used 2020 Mazda, CX-5 Touring AWD, 18801, High Price, 99832, 
Used 2020 Mazda, Mazda6 Sport Automatic, 15777, Fair Price, 39168, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 24490, Fair Price, 41397, 
Used 2020 Mazda, CX-9 Touring AWD, 22190, Fair Price, 70666, 
Used 2020 Mazda, CX-5 Grand Touring AWD, 21510, High Price, 84068, 
