Year/Make, Model, Price, Rating, Mileage
Used 2019 Lexus, LS 500 RWD, 46666, Excellent Price, 37728
Used 2019 Lexus, NX 300h AWD, 18800, Excellent Price, 124070
Used 2019 Lexus, GX 460, 28998, Excellent Price, 115634
Used 2019 Lexus, LS 500 RWD, 46666, Excellent Price, 37728
Used 2019 Lexus, LS 500 RWD, 31013, Great Price, 141265
Used 2019 Lexus, LX 570 3-Row, 56000, Excellent Price, 45535
Used 2019 Lexus, ES 350 Luxury, 29998, Great Price, 53363
Used 2019 Lexus, RX 350 FWD, 27919, Excellent Price, 63211
Used 2019 Lexus, RX 350 FWD, 27999, Great Price, 62316
Used 2019 Lexus, GX 460, 31149, Great Price, 82185
Used 2019 Lexus, LS 500 AWD, 50000, Excellent Price, 43498
Used 2019 Lexus, GX 460 Luxury, 36599, Excellent Price, 77148
Used 2019 Lexus, ES 350 Luxury, 29297, Excellent Price, 30168
Used 2019 Lexus, LS 500 AWD, 46990, Excellent Price, 35960
Used 2019 Lexus, LX 570 3-Row, 50267, Fair Price, 107502
Used 2019 Lexus, ES 350, 31998, Fair Price, 14627
Used 2019 Lexus, RX 350 AWD, 28990, Fair Price, 81594
Used 2019 Lexus, GX 460 Premium, 37990, High Price, 58316
Used 2019 Lexus, LX 570 3-Row, 56499, Excellent Price, 44777
Used 2019 Lexus, RX 350 FWD, 27990, Great Price, 75613
Used 2019 Lexus, RX 350 FWD, 28699, High Price, 81522
Used 2019 Lexus, RX 350L Premium FWD, 26743, Great Price, 114831
Used 2019 Lexus, NX 300 F Sport FWD, 22599, Great Price, 85233
Used 2019 Lexus, NX 300 FWD, 20149, Excellent Price, 104595
Used 2019 Lexus, RX 350 FWD, 33998, Fair Price, 24016
Used 2019 Lexus, RX 350 FWD, 21000, Excellent Price, 131989
Used 2019 Lexus, GX 460, 36699, High Price, 71768
Used 2019 Lexus, RX 350 AWD, 21000, Excellent Price, 131588
Used 2019 Lexus, IS 300 RWD, 21500, Great Price, 113482
Used 2019 Lexus, RX 350 AWD, 32990, High Price, 60186
Used 2019 Lexus, NX 300 FWD, 21899, Great Price, 104422
Used 2019 Lexus, UX 200 FWD, 24420, Fair Price, 62052
Used 2019 Lexus, ES 300h Ultra Luxury, 22797, Fair Price, 145161
Used 2019 Lexus, NX 300 FWD, 23920, Fair Price, 78173
Used 2019 Lexus, RC 300 RWD, 30595, Fair Price, 48077
Used 2019 Lexus, GX 460, 32720, Fair Price, 77028
Used 2019 Lexus, ES 350, 21920, High Price, 99599
Used 2019 Lexus, GX 460, 32997, Fair Price, 87726
Used 2019 Lexus, RX 350 FWD, 25659, High Price, 87379
Used 2019 Lexus, RX 350 F Sport AWD, 26000, Great Price, 114483
Used 2019 Lexus, RX 350 FWD, 31490, High Price, 75932
Used 2019 Lexus, RX 350 F Sport AWD, 33899, High Price, 63042
Used 2019 Lexus, RX 350 FWD, 28000, High Price, 82958
Used 2019 Lexus, ES 350 Luxury, 30998, High Price, 54448
Used 2019 Lexus, ES 350 Luxury, 32895, High Price, 43380
Used 2019 Lexus, RX 350 FWD, 27374, High Price, 99724
Used 2019 Lexus, ES 350, 29078, Great Price, 46671
Used 2019 Lexus, ES 350, 26995, Great Price, 39419
Used 2019 Lexus, ES 350, 23947, High Price, 96287
Used 2019 Lexus, RX 350 FWD, 27998, High Price, 82259
Used 2019 Lexus, ES 350 Luxury, 21950, High Price, 118623
Used 2019 Lexus, RX 350L Premium FWD, 29489, High Price, 78324
