Year/Make, Model, Price, Rating, Mileage
Used 2022 Dodge, Durango GT Plus AWD, 29740, Excellent Price, 30703, 
Used 2022 Dodge, Challenger R/T RWD, 26445, Great Price, 83823, 
Used 2022 Dodge, Durango SXT AWD, 29300, Excellent Price, 14982, 
Used 2022 Dodge, Durango Citadel AWD, 30500, Excellent Price, 34334, 
Used 2022 Dodge, Charger SXT AWD, 22990, Excellent Price, 57509, 
Used 2022 Dodge, Challenger R/T Scat Pack Widebody RWD, 48500, Excellent Price, 11268, 
Used 2022 Dodge, Durango R/T RWD, 26163, Excellent Price, 72847, 
Used 2022 Dodge, Durango GT Plus AWD, 30500, Excellent Price, 41121, 
Used 2022 Dodge, Challenger R/T RWD, 30475, Great Price, 34298, 
Used 2022 Dodge, Durango R/T RWD, 30163, Excellent Price, 35021, 
Used 2022 Dodge, Durango R/T Plus AWD, 28500, Excellent Price, 90008, 
Used 2022 Dodge, Charger SXT AWD, 24995, Excellent Price, 25135, 
Used 2022 Dodge, Charger R/T RWD, 27163, Excellent Price, 63930, 
Used 2022 Dodge, Charger SXT RWD, 16900, Excellent Price, 56569, 
Used 2022 Dodge, Charger R/T RWD, 30488, Great Price, 40021, 
Used 2022 Dodge, Charger R/T RWD, 34998, Great Price, 33438, 
Used 2022 Dodge, Charger SXT RWD, 20690, Fair Price, 64390, 
Used 2022 Dodge, Challenger R/T RWD, 26445, Great Price, 83823, 
Used 2022 Dodge, Durango GT Plus RWD, 25792, Excellent Price, 61603, 
Used 2022 Dodge, Durango GT Plus AWD, 28500, Great Price, 50386, 
Used 2022 Dodge, Charger SXT RWD, 20498, Great Price, 53846, 
Used 2022 Dodge, Charger SXT RWD, 18995, Great Price, 61936, 
Used 2022 Dodge, Charger Scat Pack RWD, 36888, Great Price, 61442, 
Used 2022 Dodge, Challenger SXT RWD, 22000, Great Price, 47870, 
Used 2022 Dodge, Durango GT Plus AWD, 29740, Excellent Price, 30703, 
Used 2022 Dodge, Durango GT Plus AWD, 31990, Fair Price, 44250, 
Used 2022 Dodge, Durango SXT AWD, 28120, Fair Price, 32819, 
Used 2022 Dodge, Challenger SRT Jailbreak RWD, 84999, Excellent Price, 765, 
Used 2022 Dodge, Durango R/T AWD, 28600, Excellent Price, 78732, 
Used 2022 Dodge, Challenger SRT Hellcat RWD, 60995, Excellent Price, 16225, 
Used 2022 Dodge, Charger GT RWD, 24975, Fair Price, 43966, 
Used 2022 Dodge, Charger SXT RWD, 18795, Fair Price, 68557, 
Used 2022 Dodge, Durango GT Plus AWD, 31990, Fair Price, 44250, 
Used 2022 Dodge, Charger SXT RWD, 18795, Fair Price, 68557, 
Used 2022 Dodge, Durango SXT AWD, 28120, Fair Price, 32819, 
Used 2022 Dodge, Charger SXT RWD, 20850, Great Price, 44839, 
Used 2022 Dodge, Durango R/T AWD, 36999, Fair Price, 30186, 
Used 2022 Dodge, Durango SXT AWD, 28900, Fair Price, 31184, 
Used 2022 Dodge, Charger GT RWD, 24975, Fair Price, 43966, 
