Year/Make, Model, Price, Rating, Mileage
Used 2022 Ram, ProMaster City Cargo Van Tradesman, 21995, Great Price, 64510, 
Used 2022 Ram, ProMaster City Cargo Van Tradesman, 14998, Excellent Price, 109539, 
Used 2022 Ram, 5500 Chassis Cab Tradesman Crew Cab 84" CA 197.4" WB 4WD, 49400, Excellent Price, 40261, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 32799, Great Price, 40885, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 29652, Excellent Price, 47990, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 35161, Excellent Price, 27284, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 40916, Excellent Price, 20213, 
Used 2022 Ram, 1500 TRX Crew Cab 5'7" Box 4WD, 75500, Great Price, 29825, 
Used 2022 Ram, 1500 Classic Warlock Crew Cab 5'7" Box 4WD, 27495, Excellent Price, 49956, 
Used 2022 Ram, 2500 Tradesman Crew Cab 6'4" Box 4WD, 39998, Excellent Price, 15024, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 41675, Great Price, 24690, 
Used 2022 Ram, 1500 Classic Tradesman Quad Cab 6'4" Box 4WD, 26998, Great Price, 25481, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 39998, Great Price, 37985, 
Used 2022 Ram, 1500 Classic SLT 4x2 Crew Cab 5'7" Box, 22995, Excellent Price, 60455, 
Used 2022 Ram, 1500 Big Horn Crew Cab 6'4" Box 4WD, 33388, Fair Price, 40774, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 36795, High Price, 32741, 
Used 2022 Ram, 1500 Classic Tradesman Quad Cab 6'4" Box 4WD, 23998, Great Price, 55685, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 33995, High Price, 50435, 
Used 2022 Ram, 1500 Classic SLT 4x4 Reg Cab 8' Box, 24500, Excellent Price, 16894, 
Used 2022 Ram, 1500 Tradesman Crew Cab 6'4" Box 4WD, 27995, Great Price, 50955, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 35395, High Price, 58548, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 46995, High Price, 30300, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 34956, Great Price, 33505, 
Used 2022 Ram, 1500 Laramie Crew Cab 6'4" Box 4WD, 38485, Fair Price, 46959, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 40995, High Price, 35798, 
Used 2022 Ram, 1500 Big Horn Crew Cab 6'4" Box 4WD, 41495, High Price, 28015, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 36606, Great Price, 28543, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 36138, Fair Price, 31356, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 29900, High Price, 54018, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 38445, Fair Price, 11839, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 37985, Fair Price, 21025, 
Used 2022 Ram, 1500 Big Horn Crew Cab 6'4" Box 4WD, 39738, Fair Price, 13780, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 38885, Fair Price, 32299, 
Used 2022 Ram, 1500 Classic SLT 4x2 Crew Cab 5'7" Box, 24500, Fair Price, 66630, 
Used 2022 Ram, 1500 Classic Warlock Quad Cab 6'4" Box 4WD, 29988, Great Price, 35362, 
Used 2022 Ram, 1500 Laramie Crew Cab 5'7" Box 4WD, 40995, Fair Price, 31832, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 38439, Fair Price, 20170, 
Used 2022 Ram, 1500 Big Horn Crew Cab 6'4" Box 4WD, 34645, Fair Price, 25603, 
Used 2022 Ram, 1500 Rebel Crew Cab 5'7" Box 4WD, 38900, Great Price, 63763, 
Used 2022 Ram, 5500 Chassis Cab Tradesman Crew Cab 60" CA 173.4" WB 4WD, 57998, High Price, 72445, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 34795, High Price, 51305, 
Used 2022 Ram, 1500 Big Horn Crew Cab 5'7" Box 4WD, 34595, Fair Price, 38580, 
Used 2022 Ram, 2500 Big Horn Mega Cab 6'4" Box 4WD, 46500, High Price, 87004, 
Used 2022 Ram, 1500 Classic SLT 4x4 Crew Cab 5'7" Box, 26500, Great Price, 78025, 
Used 2022 Ram, 1500 Classic SLT 4x4 Crew Cab 5'7" Box, 30988, High Price, 48913, 
Used 2022 Ram, 1500 Classic Tradesman Reg Cab 8' Box 4WD, 23995, High Price, 44190, 
Used 2022 Ram, 1500 Classic SLT 4x4 Reg Cab 8' Box, 25710, Fair Price, 56499, 
