Year/Make, Model, Price, Rating, Mileage
Used 2018 Dodge, Grand Caravan SE Plus, 9000, Great Price, 144051, 
Used 2018 Dodge, Durango Citadel Anodized Platinum AWD, 16421, Excellent Price, 100100, 
Used 2018 Dodge, Charger SXT Plus RWD, 12995, Excellent Price, 117969, 
Used 2018 Dodge, Charger SXT RWD, 15750, Excellent Price, 83334, 
Used 2018 Dodge, Charger R/T Scat Pack RWD, 27900, Great Price, 75334, 
Used 2018 Dodge, Durango SRT AWD, 24995, Excellent Price, 126262, 
Used 2018 Dodge, Durango GT AWD, 17995, Great Price, 101241, 
Used 2018 Dodge, Grand Caravan GT, 7990, Excellent Price, 132966, 
Used 2018 Dodge, Journey SE FWD, 13095, Great Price, 54359, 
Used 2018 Dodge, Charger SRT Hellcat RWD, 47163, Great Price, 25866, 
Used 2018 Dodge, Charger Police RWD, 17999, Excellent Price, 44271, 
Used 2018 Dodge, Challenger SXT RWD Automatic, 13450, Excellent Price, 102440, 
Used 2018 Dodge, Challenger SXT Plus RWD Automatic, 17500, Great Price, 86482, 
Used 2018 Dodge, Journey SE FWD, 12988, Great Price, 49409, 
Used 2018 Dodge, Journey SE FWD, 15998, High Price, 68699, 
Used 2018 Dodge, Charger GT AWD, 22998, High Price, 85110, 
Used 2018 Dodge, Charger GT AWD, 12899, Excellent Price, 119237, 
Used 2018 Dodge, Challenger SXT RWD Automatic, 15666, Excellent Price, 72343, 
Used 2018 Dodge, Durango GT AWD, 17499, Fair Price, 102349, 
Used 2018 Dodge, Journey SE FWD, 11900, Excellent Price, 76127, 
Used 2018 Dodge, Durango GT AWD, 19995, Excellent Price, 87464, 
Used 2018 Dodge, Charger Daytona RWD, 20995, Great Price, 126677, 
Used 2018 Dodge, Charger GT AWD, 19899, Excellent Price, 45374, 
Used 2018 Dodge, Challenger R/T Scat Pack RWD, 24996, Great Price, 85105, 
Used 2018 Dodge, Charger R/T Scat Pack RWD, 25995, High Price, 112275, 
Used 2018 Dodge, Charger R/T Scat Pack RWD, 24382, High Price, 93116, 
Used 2018 Dodge, Challenger T/A 392 RWD, 26777, Fair Price, 73285, 
Used 2018 Dodge, Challenger T/A 392 RWD, 29995, Great Price, 47149, 
Used 2018 Dodge, Durango Citadel AWD, 23341, Great Price, 57019, 
Used 2018 Dodge, Durango R/T RWD, 18438, Excellent Price, 128123, 
Used 2018 Dodge, Journey SE FWD, 11788, Great Price, 61271, 
Used 2018 Dodge, Charger R/T Scat Pack RWD, 39995, High Price, 14902, 
Used 2018 Dodge, Challenger SXT RWD Automatic, 16777, Great Price, 51324, 
Used 2018 Dodge, Durango SRT AWD, 39495, High Price, 89184, 
Used 2018 Dodge, Durango SRT AWD, 52000, High Price, 8074, 
Used 2018 Dodge, Challenger R/T Plus RWD, 22758, Great Price, 84690, 
Used 2018 Dodge, Charger Daytona 392 RWD, 31995, High Price, 106325, 
Used 2018 Dodge, Durango SXT AWD, 21395, Fair Price, 78302, 
Used 2018 Dodge, Charger R/T RWD, 19995, High Price, 80199, 
Used 2018 Dodge, Durango SXT AWD, 21150, High Price, 72475, 
Used 2018 Dodge, Challenger R/T Scat Pack RWD, 26777, Fair Price, 61324, 
Used 2018 Dodge, Charger Police AWD, 9895, Fair Price, 119782, 
Used 2018 Dodge, Journey SXT FWD, 8995, High Price, 130200, 
Used 2018 Dodge, Challenger SXT Plus RWD Automatic, 15491, High Price, 138212, 
Used 2018 Dodge, Challenger SXT RWD Automatic, 13999, High Price, 99658, 
Used 2018 Dodge, Grand Caravan SXT, 9995, High Price, 155735, 
Used 2018 Dodge, Durango R/T RWD, 21596, High Price, 105794, 
Used 2018 Dodge, Charger Police RWD, 15998, High Price, 92899, 
Used 2018 Dodge, Durango SRT AWD, 38995, High Price, 73825, 
Used 2018 Dodge, Grand Caravan GT, 16995, High Price, 86000, 
Used 2018 Dodge, Charger GT AWD, 16950, High Price, 110480, 
Used 2018 Dodge, Grand Caravan SXT, 12450, High Price, 114550, 
