Year/Make, Model, Price, Rating, Mileage
Used 2020 Audi, A6 Prestige 3.0, 29759, Excellent Price, 42046
Used 2020 Audi, SQ5 Premium Plus, 26931, Great Price, 68197
Used 2020 Audi, Q5 Premium, 25995, Great Price, 31944
Used 2020 Audi, Q5 Premium Plus, 18899, Great Price, 83786
Used 2020 Audi, S4 Premium Plus, 36998, Great Price, 38302
Used 2020 Audi, Q3 Premium, 20887, Great Price, 53671
Used 2020 Audi, Q3 Premium, 20988, Fair Price, 62608
Used 2020 Audi, Q5 Titanium Premium, 23278, Excellent Price, 58638
Used 2020 Audi, Q5 Titanium Premium, 20999, High Price, 100028
Used 2020 Audi, A4 allroad Premium Plus, 24498, High Price, 94902
Used 2020 Audi, Q5 Titanium Premium, 15950, High Price, 116803
Used 2020 Audi, Q3 Premium, 24987, High Price, 44136
Used 2020 Audi, S3 S line Premium Plus, 29999, High Price, 64683
