Year/Make, Model, Price, Rating, Mileage
Used 2019 Mazda, CX-5 Grand Touring AWD, 16988, Great Price, 100955, 
Used 2019 Mazda, CX-5 Touring FWD, 17300, Great Price, 95424, 
Used 2019 Mazda, CX-3 Touring AWD, 14097, Great Price, 122134, 
Used 2019 Mazda, CX-5 Grand Touring FWD, 18985, Fair Price, 78341, 
Used 2019 Mazda, CX-5 Touring FWD, 19999, Fair Price, 52783, 
Used 2019 Mazda, CX-5 Touring AWD, 17890, Great Price, 76522, 
Used 2019 Mazda, CX-5 Touring FWD, 19950, Fair Price, 52764, 
Used 2019 Mazda, CX-5 Sport FWD, 18995, Fair Price, 51462, 
Used 2019 Mazda, CX-5 Grand Touring FWD, 21681, Fair Price, 42565, 
Used 2019 Mazda, CX-5 Grand Touring FWD, 19998, High Price, 96348, 
Used 2019 Mazda, CX-9 Signature AWD, 21499, Excellent Price, 83347, 
Used 2019 Mazda, CX-9 Touring AWD, 21998, High Price, 78053, 
Used 2019 Mazda, Mazda3 Select 4-Door FWD Automatic, 15990, Excellent Price, 75312, 
Used 2019 Mazda, CX-5 Sport AWD, 15950, Fair Price, 108234, 
Used 2019 Mazda, CX-5 Sport FWD, 21489, High Price, 28266, 
Used 2019 Mazda, Mazda3 Select 4-Door AWD Automatic, 19181, High Price, 44621, 
Used 2019 Mazda, CX-5 Touring AWD, 22890, High Price, 52757, 
Used 2019 Mazda, Mazda3 5-Door FWD Automatic, 14985, Fair Price, 80139, 
Used 2019 Mazda, CX-9 Grand Touring FWD, 20957, High Price, 76599, 
Used 2019 Mazda, CX-5 Grand Touring FWD, 16695, High Price, 102466, 
Used 2019 Mazda, CX-5 Touring FWD, 18500, High Price, 81891, 
Used 2019 Mazda, CX-9 Touring FWD, 19995, High Price, 83772, 
Used 2019 Mazda, CX-9 Grand Touring AWD, 16498, High Price, 131981, 
