Year/Make, Model, Price, Rating, Mileage
Used 2022 Buick, Enclave Premium AWD, 30999, Excellent Price, 31518, 
Used 2022 Buick, Encore Preferred AWD, 16466, Excellent Price, 32251, 
Used 2022 Buick, Encore Preferred AWD, 15335, Excellent Price, 39201, 
Used 2022 Buick, Encore Preferred AWD, 16466, Excellent Price, 32251, 
Used 2022 Buick, Encore Preferred AWD, 15990, Excellent Price, 71397, 
Used 2022 Buick, Encore Preferred AWD, 17995, Great Price, 28040, 
Used 2022 Buick, Encore Preferred AWD, 16313, Excellent Price, 42624, 
Used 2022 Buick, Encore Preferred AWD, 17371, Excellent Price, 10160, 
Used 2022 Buick, Encore Preferred AWD, 15335, Excellent Price, 39201, 
Used 2022 Buick, Envision Avenir AWD, 26478, Excellent Price, 32305, 
Used 2022 Buick, Encore Preferred AWD, 17990, Excellent Price, 18473, 
Used 2022 Buick, Encore Preferred AWD, 18878, Excellent Price, 12649, 
Used 2022 Buick, Encore Preferred AWD, 17057, Excellent Price, 30608, 
Used 2022 Buick, Envision Preferred FWD, 21888, Great Price, 39783, 
Used 2022 Buick, Encore GX Essence AWD, 21990, Great Price, 18682, 
Used 2022 Buick, Encore GX Essence AWD, 20500, Great Price, 44426, 
Used 2022 Buick, Encore GX Select AWD, 20258, Great Price, 18726, 
Used 2022 Buick, Enclave Avenir AWD, 37988, Great Price, 25393, 
Used 2022 Buick, Encore Preferred AWD, 18995, Fair Price, 24005, 
Used 2022 Buick, Enclave Avenir AWD, 42995, Great Price, 6712, 
Used 2022 Buick, Enclave Essence AWD, 29695, Great Price, 33900, 
Used 2022 Buick, Enclave Avenir AWD, 36444, Fair Price, 41822, 
Used 2022 Buick, Enclave Essence AWD, 28810, Fair Price, 48759, 
Used 2022 Buick, Encore GX Select AWD, 19990, Excellent Price, 41235, 
Used 2022 Buick, Enclave Premium AWD, 30999, Excellent Price, 31518, 
Used 2022 Buick, Encore GX Essence AWD, 22988, Great Price, 30591, 
Used 2022 Buick, Enclave Avenir AWD, 38988, Great Price, 27174, 
Used 2022 Buick, Enclave Avenir AWD, 38995, Great Price, 14329, 
Used 2022 Buick, Encore GX Preferred AWD, 21297, Great Price, 8760, 
Used 2022 Buick, Enclave Essence FWD, 27473, Great Price, 47587, 
Used 2022 Buick, Enclave Essence AWD, 32990, Fair Price, 17587, 
Used 2022 Buick, Enclave Avenir AWD, 36900, Fair Price, 35450, 
Used 2022 Buick, Encore Preferred AWD, 15499, Fair Price, 56184, 
Used 2022 Buick, Encore GX Essence AWD, 24783, High Price, 14622, 
Used 2022 Buick, Enclave Avenir AWD, 38995, Great Price, 14329, 
Used 2022 Buick, Enclave Essence AWD, 30471, High Price, 31014, 
Used 2022 Buick, Enclave Avenir AWD, 28349, Great Price, 50559, 
Used 2022 Buick, Enclave Premium AWD, 30999, Excellent Price, 31518, 
Used 2022 Buick, Encore Preferred AWD, 17988, High Price, 40391, 
Used 2022 Buick, Encore GX Select AWD, 19990, Excellent Price, 41235, 
Used 2022 Buick, Encore GX Essence AWD, 22988, Great Price, 30591, 
Used 2022 Buick, Enclave Avenir AWD, 38988, Great Price, 27174, 
Used 2022 Buick, Encore Preferred AWD, 18495, High Price, 46566, 
Used 2022 Buick, Encore GX Preferred AWD, 21297, Great Price, 8760, 
Used 2022 Buick, Envision Avenir AWD, 28490, Great Price, 39013, 
Used 2022 Buick, Encore Preferred AWD, 18500, Fair Price, 26768, 
Used 2022 Buick, Encore Preferred AWD, 16949, High Price, 51451, 
Used 2022 Buick, Envision Preferred FWD, 23985, Fair Price, 14234, 
Used 2022 Buick, Enclave Essence FWD, 27473, Great Price, 47587, 
Used 2022 Buick, Encore GX Select AWD, 22788, High Price, 22952, 
Used 2022 Buick, Encore GX Select FWD, 15995, Great Price, 92738, 
Used 2022 Buick, Encore GX Select FWD, 21935, Fair Price, 6349, 
Used 2022 Buick, Enclave Essence AWD, 33390, High Price, 30772, 
Used 2022 Buick, Encore GX Essence AWD, 24995, Fair Price, 25928, 
Used 2022 Buick, Enclave Essence AWD, 29892, Fair Price, 24377, 
Used 2022 Buick, Encore GX Select AWD, 22295, Fair Price, 22225, 
Used 2022 Buick, Enclave Essence AWD, 28497, Excellent Price, 29149, 
Used 2022 Buick, Encore Preferred AWD, 18435, Great Price, 35197, 
Used 2022 Buick, Enclave Essence AWD, 31477, Great Price, 24823, 
Used 2022 Buick, Encore GX Select AWD, 11995, Excellent Price, 101006, 
Used 2022 Buick, Encore GX Select AWD, 19000, Great Price, 59782, 
Used 2022 Buick, Encore GX Essence AWD, 22797, Fair Price, 32111, 
Used 2022 Buick, Encore GX Select FWD, 20999, Fair Price, 20719, 
Used 2022 Buick, Encore GX Select FWD, 21499, Fair Price, 14486, 
Used 2022 Buick, Encore Preferred AWD, 18500, Great Price, 40207, 
Used 2022 Buick, Enclave Essence AWD, 31788, Fair Price, 43290, 
Used 2022 Buick, Encore Preferred AWD, 19445, High Price, 27493, 
Used 2022 Buick, Encore GX Essence AWD, 26995, High Price, 13301, 
Used 2022 Buick, Encore GX Essence AWD, 23990, High Price, 15110, 
Used 2022 Buick, Enclave Essence AWD, 31999, Fair Price, 33919, 
Used 2022 Buick, Encore GX Select FWD, 21797, Fair Price, 5515, 
Used 2022 Buick, Envision Avenir AWD, 31953, Fair Price, 18778, 
Used 2022 Buick, Envision Avenir AWD, 30999, Fair Price, 25445, 
Used 2022 Buick, Encore Preferred AWD, 20445, High Price, 24093, 
Used 2022 Buick, Enclave Essence AWD, 28900, Excellent Price, 53641, 
Used 2022 Buick, Encore Preferred AWD, 18797, Fair Price, 34128, 
Used 2022 Buick, Encore Preferred AWD, 17995, Fair Price, 37042, 
Used 2022 Buick, Encore GX Preferred AWD, 19988, Fair Price, 43711, 
Used 2022 Buick, Encore GX Select AWD, 22887, High Price, 34531, 
Used 2022 Buick, Envision Preferred FWD, 26995, High Price, 27871, 
Used 2022 Buick, Encore GX Preferred FWD, 14400, Great Price, 92242, 
Used 2022 Buick, Encore GX Preferred AWD, 20995, High Price, 37201, 
Used 2022 Buick, Encore GX Preferred AWD, 21500, Fair Price, 22024, 
Used 2022 Buick, Envision Preferred FWD, 27482, High Price, 10656, 
Used 2022 Buick, Envision Preferred FWD, 27168, High Price, 11890, 
Used 2022 Buick, Encore Preferred AWD, 18991, Great Price, 37943, 
Used 2022 Buick, Encore GX Select FWD, 20935, High Price, 36467, 
Used 2022 Buick, Envision Preferred FWD, 26995, High Price, 27871, 
Used 2022 Buick, Envision Essence AWD, 29995, High Price, 18369, 
Used 2022 Buick, Encore GX Preferred AWD, 21985, High Price, 22723, 
Used 2022 Buick, Encore GX Essence FWD, 24985, High Price, 27467, 
Used 2022 Buick, Enclave Essence AWD, 34957, High Price, 27732, 
Used 2022 Buick, Enclave Essence AWD, 26888, High Price, 105412, 
Used 2022 Buick, Envision Preferred AWD, 25891, Fair Price, 33195, 
