Year/Make, Model, Price, Rating, Mileage
Used 2021 Hyundai, Ioniq Electric Limited, 17886, Excellent Price, 29401, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 32050, Great Price, 42639, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 32500, Great Price, 53597, 
Used 2021 Hyundai, Palisade Limited AWD, 31588, Excellent Price, 52364, 
Used 2021 Hyundai, Sonata Limited, 21998, Excellent Price, 57708, 
Used 2021 Hyundai, Kona NIGHT FWD DCT, 20995, Fair Price, 17323, 
Used 2021 Hyundai, Santa Fe Hybrid SEL Premium AWD, 25000, Fair Price, 53100, 
Used 2021 Hyundai, Sonata SEL, 20998, Great Price, 23562, 
Used 2021 Hyundai, Sonata SEL, 20998, Fair Price, 37029, 
Used 2021 Hyundai, Palisade SEL AWD, 23998, Great Price, 99033, 
Used 2021 Hyundai, Santa Fe SE AWD, 20998, Great Price, 52363, 
Used 2021 Hyundai, Palisade SEL AWD, 23998, Fair Price, 106800, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 36900, Great Price, 8881, 
Used 2021 Hyundai, Ioniq Electric Limited, 17886, Excellent Price, 29401, 
Used 2021 Hyundai, Accent SE Automatic, 9999, Excellent Price, 68095, 
Used 2021 Hyundai, Sonata Hybrid Limited, 19500, Excellent Price, 70194, 
Used 2021 Hyundai, Kona Electric Limited, 16800, Excellent Price, 31694, 
Used 2021 Hyundai, Kona Electric Ultimate, 17400, Excellent Price, 33171, 
Used 2021 Hyundai, Palisade SEL AWD, 20961, Excellent Price, 94210, 
Used 2021 Hyundai, Kona Electric Limited, 16800, Excellent Price, 30933, 
Used 2021 Hyundai, Venue SE IVT, 12900, Excellent Price, 56529, 
Used 2021 Hyundai, Palisade Limited AWD, 29910, Excellent Price, 55273, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 32520, Excellent Price, 38335, 
Used 2021 Hyundai, Elantra SEL IVT, 17500, Excellent Price, 47128, 
Used 2021 Hyundai, Sonata SE, 11999, Excellent Price, 100786, 
Used 2021 Hyundai, Elantra Hybrid Limited DCT, 23500, High Price, 29622, 
Used 2021 Hyundai, Elantra SEL IVT (SULEV), 18998, Fair Price, 57017, 
Used 2021 Hyundai, Santa Fe SEL AWD, 22630, Great Price, 28732, 
Used 2021 Hyundai, Palisade Limited AWD, 27500, Great Price, 65077, 
Used 2021 Hyundai, Palisade Limited AWD, 28000, Great Price, 65075, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 22900, Great Price, 116080, 
Used 2021 Hyundai, Accent SE Automatic, 13995, High Price, 92851, 
Used 2021 Hyundai, Tucson Limited AWD, 18039, Great Price, 88046, 
Used 2021 Hyundai, Elantra SEL IVT (SULEV), 16200, Great Price, 55669, 
Used 2021 Hyundai, Tucson Ultimate AWD, 21500, Great Price, 55355, 
Used 2021 Hyundai, Palisade SEL FWD, 27498, Great Price, 49600, 
Used 2021 Hyundai, Sonata SE, 19998, High Price, 38985, 
Used 2021 Hyundai, Palisade SEL AWD, 24500, Great Price, 77787, 
Used 2021 Hyundai, Palisade SEL AWD, 24990, Great Price, 72679, 
Used 2021 Hyundai, Palisade SEL AWD, 25750, Great Price, 64349, 
Used 2021 Hyundai, Elantra SE IVT (SULEV), 10877, Great Price, 105036, 
Used 2021 Hyundai, Palisade Limited AWD, 26455, Fair Price, 92184, 
Used 2021 Hyundai, Palisade Limited AWD, 22650, Great Price, 107456, 
Used 2021 Hyundai, Elantra N Line DCT, 20998, Great Price, 31861, 
Used 2021 Hyundai, Sonata SEL, 13444, Excellent Price, 36003, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 32495, Great Price, 40698, 
Used 2021 Hyundai, Sonata N Line, 22150, Excellent Price, 44054, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 29950, Great Price, 71695, 
Used 2021 Hyundai, Kona SEL FWD Automatic, 17990, Fair Price, 45553, 
Used 2021 Hyundai, Tucson SE FWD, 16998, Fair Price, 91117, 
Used 2021 Hyundai, Elantra SEL IVT (SULEV), 13995, Fair Price, 116191, 
Used 2021 Hyundai, Kona Electric SEL, 13599, Excellent Price, 59233, 
Used 2021 Hyundai, Palisade Limited AWD, 29998, Fair Price, 70562, 
Used 2021 Hyundai, Elantra SEL IVT (SULEV), 17500, Great Price, 32789, 
Used 2021 Hyundai, Sonata SEL Plus, 24999, High Price, 53803, 
Used 2021 Hyundai, Kona Electric Limited, 14795, Excellent Price, 55260, 
Used 2021 Hyundai, Sonata Limited, 22125, High Price, 73823, 
Used 2021 Hyundai, Sonata Limited, 23300, Fair Price, 37242, 
Used 2021 Hyundai, Elantra Hybrid Limited DCT, 19944, High Price, 71365, 
Used 2021 Hyundai, Sonata SE, 18095, High Price, 33620, 
Used 2021 Hyundai, Elantra SE IVT, 17000, High Price, 46389, 
Used 2021 Hyundai, Santa Fe Limited AWD, 27681, Fair Price, 21879, 
Used 2021 Hyundai, Tucson SEL FWD, 19500, Excellent Price, 36998, 
Used 2021 Hyundai, Kona NIGHT FWD DCT, 15696, Excellent Price, 71818, 
Used 2021 Hyundai, Elantra SE IVT, 17890, Fair Price, 23941, 
Used 2021 Hyundai, Sonata Limited, 22125, High Price, 73823, 
Used 2021 Hyundai, Elantra SE IVT, 17000, High Price, 46389, 
Used 2021 Hyundai, Palisade Limited AWD, 29998, Fair Price, 70562, 
Used 2021 Hyundai, Kona SEL FWD Automatic, 18420, High Price, 37603, 
Used 2021 Hyundai, Sonata SEL Plus, 24999, High Price, 53803, 
Used 2021 Hyundai, Venue SE IVT, 16295, High Price, 83861, 
Used 2021 Hyundai, Kona SE FWD Automatic, 15950, High Price, 60355, 
Used 2021 Hyundai, Kona Electric Limited, 18900, High Price, 27237, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 31000, Fair Price, 47575, 
Used 2021 Hyundai, Tucson SE FWD, 16998, Fair Price, 91117, 
Used 2021 Hyundai, Sonata SEL, 15995, Great Price, 37072, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 32700, Fair Price, 48758, 
Used 2021 Hyundai, Santa Fe SEL FWD, 17820, Great Price, 97379, 
Used 2021 Hyundai, Santa Fe Limited FWD, 23609, Fair Price, 65997, 
Used 2021 Hyundai, Palisade Limited FWD, 26500, Great Price, 67210, 
Used 2021 Hyundai, Tucson SE AWD, 17989, Great Price, 52206, 
Used 2021 Hyundai, Elantra Hybrid Limited DCT, 23442, High Price, 25381, 
Used 2021 Hyundai, Sonata Hybrid Blue, 19047, High Price, 90755, 
Used 2021 Hyundai, Tucson Limited FWD, 22510, Fair Price, 22661, 
Used 2021 Hyundai, Sonata Hybrid Blue, 22275, High Price, 16393, 
Used 2021 Hyundai, Kona SEL FWD Automatic, 15987, Great Price, 71999, 
Used 2021 Hyundai, Sonata SEL, 20998, Fair Price, 41640, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 28700, Fair Price, 88650, 
Used 2021 Hyundai, Accent SE Automatic, 13995, Fair Price, 74470, 
Used 2021 Hyundai, Kona SEL AWD Automatic, 18150, High Price, 57400, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 32995, High Price, 81369, 
Used 2021 Hyundai, Palisade SEL FWD, 28500, Fair Price, 36555, 
Used 2021 Hyundai, Elantra SEL IVT, 21995, High Price, 41975, 
Used 2021 Hyundai, Sonata Hybrid SEL, 17777, High Price, 27170, 
Used 2021 Hyundai, Palisade Limited FWD, 24000, Fair Price, 117851, 
Used 2021 Hyundai, Kona Electric Ultimate, 21490, High Price, 44829, 
Used 2021 Hyundai, Kona Limited FWD DCT, 19200, High Price, 23718, 
Used 2021 Hyundai, Elantra Limited IVT, 19999, High Price, 42470, 
Used 2021 Hyundai, Sonata SEL Plus, 19800, High Price, 63500, 
Used 2021 Hyundai, Kona Ultimate AWD DCT, 21381, Fair Price, 39122, 
Used 2021 Hyundai, Ioniq Plug-In Hybrid SEL, 22950, High Price, 27149, 
Used 2021 Hyundai, Kona NIGHT AWD DCT, 19495, High Price, 66196, 
Used 2021 Hyundai, Elantra SEL IVT, 15997, High Price, 78000, 
Used 2021 Hyundai, Elantra Limited IVT, 20309, Fair Price, 30535, 
Used 2021 Hyundai, Palisade Calligraphy AWD, 30000, High Price, 101240, 
