Year/Make, Model, Price, Rating, Mileage
Used 2020 Tesla, Model 3 Long Range Dual Motor, 14000, Great Price, 153199
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 19292, Excellent Price, 98214
Used 2020 Tesla, Model 3 Long Range Dual Motor, 18500, Great Price, 106321
Used 2020 Tesla, Model 3 Long Range Dual Motor, 16920, Great Price, 107864
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 24879, Great Price, 21183
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 25998, Great Price, 12511
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 17000, Excellent Price, 69525
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 15996, Excellent Price, 129170
Used 2020 Tesla, Model Y Performance Dual Motor AWD, 19900, Excellent Price, 108612
Used 2020 Tesla, Model S Performance, 29999, Excellent Price, 91349
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 18000, Great Price, 48105
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 20977, Excellent Price, 37526
Used 2020 Tesla, Model 3 Performance Dual Motor AWD, 19000, Great Price, 67350
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 25920, Great Price, 46547
Used 2020 Tesla, Model X Long Range Plus, 28497, Great Price, 75869
Used 2020 Tesla, Model 3 Performance Dual Motor AWD, 18199, Excellent Price, 110706
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 26220, High Price, 47284
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 19900, Great Price, 46567
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 16900, Great Price, 90068
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 16500, Excellent Price, 63396
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 19900, Fair Price, 52597
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 18000, Fair Price, 51780
Used 2020 Tesla, Model 3 Standard Range RWD, 20600, Fair Price, 49420
Used 2020 Tesla, Model 3 Long Range Dual Motor, 19700, Great Price, 82229
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 28888, Fair Price, 22109
Used 2020 Tesla, Model 3 Long Range Dual Motor, 24500, High Price, 48040
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 25998, Fair Price, 22188
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 25799, High Price, 66520
Used 2020 Tesla, Model Y Performance Dual Motor AWD, 27590, Excellent Price, 29394
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 25227, Great Price, 54780
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 25227, Great Price, 54780
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 19897, High Price, 112222
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 18000, High Price, 51784
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 21500, High Price, 57115
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 25799, High Price, 66520
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 28420, High Price, 32714
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 25997, High Price, 33152
Used 2020 Tesla, Model 3 Long Range Dual Motor, 24500, High Price, 48040
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 21500, High Price, 59600
Used 2020 Tesla, Model S Long Range Plus, 34798, High Price, 39232
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 18500, Fair Price, 59385
Used 2020 Tesla, Model 3 Standard Range Plus RWD, 24499, High Price, 53139
Used 2020 Tesla, Model Y Performance Dual Motor AWD, 24250, High Price, 65102
Used 2020 Tesla, Model Y Long Range Dual Motor AWD, 24627, Fair Price, 65458
Used 2020 Tesla, Model 3 Standard Range RWD, 21303, High Price, 41432
Used 2020 Tesla, Model 3 Long Range Dual Motor, 23950, High Price, 50448
Used 2020 Tesla, Model 3 Long Range Dual Motor, 21988, High Price, 60903
