Year/Make, Model, Price, Rating, Mileage
Used 2022 Cadillac, CT4 Premium Luxury, 31000, Great Price, 24130, 
Used 2022 Cadillac, CT5-V V-Series Blackwing Manual, 86888, Fair Price, 27172, 
Used 2022 Cadillac, Escalade Premium Luxury 4WD, 57690, Fair Price, 72641, 
Used 2022 Cadillac, XT6 Premium Luxury AWD, 37500, High Price, 34485, 
Used 2022 Cadillac, CT4 Premium Luxury, 28965, Excellent Price, 32922, 
Used 2022 Cadillac, XT6 Premium Luxury AWD, 32900, Great Price, 49737, 
Used 2022 Cadillac, XT4 Luxury AWD, 28995, Fair Price, 24006, 
Used 2022 Cadillac, Escalade ESV Sport 4WD, 71365, Fair Price, 27048, 
Used 2022 Cadillac, Escalade Premium Luxury 4WD, 69986, Fair Price, 24423, 
Used 2022 Cadillac, XT6 Sport AWD, 36408, Fair Price, 48228, 
Used 2022 Cadillac, XT6 Premium Luxury AWD, 39999, Fair Price, 21930, 
Used 2022 Cadillac, Escalade Premium Luxury 4WD, 64987, Great Price, 44020, 
Used 2022 Cadillac, XT4 Premium Luxury AWD, 26641, Fair Price, 52146, 
Used 2022 Cadillac, Escalade ESV Sport 4WD, 77422, Fair Price, 13468, 
Used 2022 Cadillac, CT4-V Standard Automatic, 43291, High Price, 29079, 
Used 2022 Cadillac, XT5 Premium Luxury AWD, 34987, High Price, 39452, 
