Year/Make, Model, Price, Rating, Mileage
Used 2020 Buick, Envision Essence FWD, 18900, Great Price, 64889, 
Used 2020 Buick, Encore GX Select FWD, 17538, Fair Price, 29499, 
Used 2020 Buick, Encore GX Select FWD, 17300, Fair Price, 56649, 
Used 2020 Buick, Envision Essence FWD, 19500, High Price, 78744, 
Used 2020 Buick, Encore Preferred FWD, 15840, Great Price, 50801, 
Used 2020 Buick, Enclave Essence FWD, 20995, Great Price, 67536, 
Used 2020 Buick, Enclave Premium FWD, 21399, Fair Price, 97285, 
Used 2020 Buick, Encore Preferred AWD, 16997, High Price, 61856, 
Used 2020 Buick, Encore Preferred FWD, 12500, Great Price, 112409, 
Used 2020 Buick, Enclave Essence AWD, 21999, Fair Price, 60908, 
Used 2020 Buick, Encore GX Select FWD, 17999, Great Price, 34482, 
Used 2020 Buick, Encore Preferred AWD, 18450, High Price, 38725, 
Used 2020 Buick, Encore Preferred FWD, 15887, High Price, 66225, 
Used 2020 Buick, Encore GX Select FWD, 16560, High Price, 81401, 
Used 2020 Buick, Encore GX Select FWD, 20481, High Price, 20714, 
Used 2020 Buick, Encore GX Essence FWD, 17999, Great Price, 58916, 
Used 2020 Buick, Enclave Essence FWD, 19600, High Price, 100005, 
