Year/Make, Model, Price, Rating, Mileage
Used 2023 Lexus, UX 250h Premium AWD, 29793, Excellent Price, 34517
Used 2023 Lexus, ES 250 AWD, 31739, Great Price, 34383
Used 2023 Lexus, UX 250h Premium AWD, 31993, Great Price, 29649
Used 2023 Lexus, ES 250 AWD, 31500, Great Price, 46392
Used 2023 Lexus, GX 460 Premium, 58257, Fair Price, 24805
Used 2023 Lexus, ES 350 F SPORT Handling FWD, 37279, Great Price, 28054
Used 2023 Lexus, GX 460 Premium, 53493, High Price, 32418
