Year/Make, Model, Price, Rating, Mileage
Used 2020 Lincoln, Nautilus Standard AWD, 24998, Great Price, 40273, 
Used 2020 Lincoln, Corsair Standard AWD, 17390, Excellent Price, 79212, 
