Year/Make, Model, Price, Rating, Mileage
Used 2021 INFINITI, QX50 AUTOGRAPH AWD, 30900, Excellent Price, 21374, 
Used 2021 INFINITI, QX50 SENSORY FWD, 22998, Excellent Price, 75759, 
Used 2021 INFINITI, QX50 AUTOGRAPH AWD, 30900, Excellent Price, 21374, 
Used 2021 INFINITI, QX50 SENSORY FWD, 22998, Excellent Price, 75759, 
Used 2021 INFINITI, QX80 PREMIUM SELECT RWD, 36949, Great Price, 51393, 
Used 2021 INFINITI, Q50 3.0t LUXE RWD, 22821, Excellent Price, 47721, 
Used 2021 INFINITI, QX80 LUXE RWD, 26131, Great Price, 84648, 
Used 2021 INFINITI, QX80 PREMIUM SELECT RWD, 34998, Excellent Price, 65329, 
Used 2021 INFINITI, QX50 LUXE AWD, 25988, Great Price, 51419, 
Used 2021 INFINITI, QX80 LUXE AWD, 37998, Fair Price, 50236, 
Used 2021 INFINITI, QX80 LUXE RWD, 31228, Great Price, 82996, 
Used 2021 INFINITI, Q50 3.0t PURE AWD, 14995, Great Price, 139828, 
Used 2021 INFINITI, QX50 LUXE FWD, 25491, Fair Price, 43815, 
Used 2021 INFINITI, QX80 SENSORY AWD, 44984, Fair Price, 46577, 
Used 2021 INFINITI, QX50 LUXE FWD, 26264, Fair Price, 35069, 
Used 2021 INFINITI, QX80 SENSORY RWD, 43399, Great Price, 34260, 
Used 2021 INFINITI, QX80 LUXE RWD, 22999, Fair Price, 121851, 
Used 2021 INFINITI, Q50 3.0t PURE RWD, 15293, High Price, 149144, 
Used 2021 INFINITI, QX80 PREMIUM SELECT AWD, 29557, Fair Price, 95361, 
Used 2021 INFINITI, Q50 3.0t LUXE RWD, 19499, High Price, 63817, 
Used 2021 INFINITI, QX80 SENSORY AWD, 38000, High Price, 76471, 
Used 2021 INFINITI, Q60 RED SPORT 400 RWD, 33087, Great Price, 67500, 
Used 2021 INFINITI, QX80 SENSORY AWD, 37327, High Price, 73026, 
Used 2021 INFINITI, QX80 LUXE RWD, 30999, Fair Price, 66387, 
Used 2021 INFINITI, QX50 SENSORY AWD, 26954, Great Price, 56696, 
Used 2021 INFINITI, Q50 3.0t PURE AWD, 21499, High Price, 56700, 
Used 2021 INFINITI, QX50 LUXE FWD, 23390, Fair Price, 65420, 
