Year/Make, Model, Price, Rating, Mileage
Used 2018 Volvo, XC90 T5 AWD 7-Passenger Momentum, 16000, High Price, 126305, 
Used 2018 Volvo, XC60 T8 Plug-In Hybrid Inscription, 29684, High Price, 49374, 
