Year/Make, Model, Price, Rating, Mileage
Used 2021 Cadillac, XT5 Sport AWD, 28910, Excellent Price, 42617, 
Used 2021 Cadillac, XT5 Sport AWD, 31497, Excellent Price, 32154, 
Used 2021 Cadillac, Escalade Sport Platinum 4WD, 64997, Excellent Price, 60758, 
Used 2021 Cadillac, XT5 Premium Luxury FWD, 25490, Great Price, 50104, 
Used 2021 Cadillac, Escalade ESV Sport 4WD, 60370, Great Price, 57055, 
Used 2021 Cadillac, Escalade ESV Sport 4WD, 58490, Great Price, 67827, 
Used 2021 Cadillac, XT5 Premium Luxury FWD, 25999, Excellent Price, 57196, 
Used 2021 Cadillac, XT4 Sport AWD, 29998, Great Price, 33274, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 32998, Great Price, 33843, 
Used 2021 Cadillac, Escalade Sport Platinum 4WD, 67767, Fair Price, 51266, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 57997, Great Price, 62616, 
Used 2021 Cadillac, XT6 Premium Luxury AWD, 29498, Great Price, 56099, 
Used 2021 Cadillac, CT5 Sport, 32988, Great Price, 40315, 
Used 2021 Cadillac, CT4 V-Series, 24900, Great Price, 110939, 
Used 2021 Cadillac, Escalade Sport 4WD, 55970, Excellent Price, 72384, 
Used 2021 Cadillac, CT5 Premium Luxury, 30998, Great Price, 20793, 
Used 2021 Cadillac, CT5 Premium Luxury, 27998, Great Price, 44199, 
Used 2021 Cadillac, XT5 Premium Luxury FWD, 24165, Great Price, 66123, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 59290, Fair Price, 62803, 
Used 2021 Cadillac, Escalade Sport 4WD, 62799, Fair Price, 65186, 
Used 2021 Cadillac, XT6 Sport AWD, 31998, Great Price, 65464, 
Used 2021 Cadillac, Escalade ESV Premium Luxury 4WD, 53420, Excellent Price, 66628, 
Used 2021 Cadillac, Escalade Sport Platinum 4WD, 62995, Great Price, 78109, 
Used 2021 Cadillac, Escalade ESV Premium Luxury Platinum 4WD, 55991, Excellent Price, 103568, 
Used 2021 Cadillac, Escalade Sport 4WD, 66979, Fair Price, 46251, 
Used 2021 Cadillac, XT4 Sport FWD, 26999, Great Price, 42323, 
Used 2021 Cadillac, XT6 Premium Luxury AWD, 32491, Fair Price, 45159, 
Used 2021 Cadillac, XT6 Premium Luxury AWD, 32998, High Price, 49132, 
Used 2021 Cadillac, Escalade ESV Premium Luxury Platinum 4WD, 65500, Excellent Price, 40803, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 56101, Fair Price, 68034, 
Used 2021 Cadillac, Escalade Luxury 4WD, 48797, Great Price, 66338, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 31862, High Price, 49305, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 30998, High Price, 57254, 
Used 2021 Cadillac, XT4 Sport FWD, 28500, High Price, 41829, 
Used 2021 Cadillac, XT6 Luxury FWD, 33988, High Price, 39931, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 57420, Fair Price, 64136, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 67849, High Price, 27719, 
Used 2021 Cadillac, CT5 Premium Luxury, 34698, High Price, 20026, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 33953, High Price, 48506, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 36998, Fair Price, 17241, 
Used 2021 Cadillac, Escalade ESV Sport 4WD, 55920, Great Price, 86602, 
Used 2021 Cadillac, Escalade Premium Luxury RWD, 58995, Fair Price, 50355, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 29938, High Price, 61999, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 52000, High Price, 97258, 
Used 2021 Cadillac, Escalade ESV Premium Luxury RWD, 58995, High Price, 63351, 
Used 2021 Cadillac, XT5 Premium Luxury FWD, 29899, High Price, 45543, 
Used 2021 Cadillac, XT4 Premium Luxury FWD, 22950, High Price, 75901, 
Used 2021 Cadillac, Escalade Premium Luxury 4WD, 63995, High Price, 85099, 
Used 2021 Cadillac, XT6 Premium Luxury FWD, 33277, High Price, 52822, 
Used 2021 Cadillac, XT5 Premium Luxury FWD, 22208, High Price, 110814, 
