Year/Make, Model, Price, Rating, Mileage
Used 2021 Mazda, CX-5 Carbon Edition Turbo AWD, 23188, Excellent Price, 56462
Used 2021 Mazda, CX-30 FWD, 18554, Fair Price, 54582
Used 2021 Mazda, CX-5 Grand Touring AWD, 20629, Fair Price, 56822
Used 2021 Mazda, CX-30 AWD, 20990, Fair Price, 36935
Used 2021 Mazda, CX-30 Turbo AWD, 23494, High Price, 42732
Used 2021 Mazda, Mazda3 Premium 5-Door FWD, 21995, Fair Price, 42668
Used 2021 Mazda, CX-5 Grand Touring AWD, 24998, High Price, 19098
Used 2021 Mazda, CX-5 Touring AWD, 22991, High Price, 61976
Used 2021 Mazda, CX-30 Select AWD, 18993, High Price, 45617
Used 2021 Mazda, CX-5 Sport FWD, 19998, Fair Price, 23768
Used 2021 Mazda, CX-9 Grand Touring AWD, 26200, Fair Price, 45144
Used 2021 Mazda, CX-9 Touring AWD, 25500, High Price, 36554
