Year/Make, Model, Price, Rating, Mileage
Used 2019 Buick, Encore Preferred FWD, 14799, Excellent Price, 39058, 
Used 2019 Buick, Regal Sportback Essence AWD, 10111, Excellent Price, 150359, 
Used 2019 Buick, Encore Preferred AWD, 14998, Excellent Price, 53579, 
Used 2019 Buick, Encore Sport Touring AWD, 15998, Excellent Price, 67988, 
Used 2019 Buick, Enclave Essence AWD, 18925, Great Price, 83418, 
Used 2019 Buick, Encore Preferred FWD, 14799, Excellent Price, 39058, 
Used 2019 Buick, Encore Preferred FWD, 15111, Great Price, 52575, 
Used 2019 Buick, Encore Preferred FWD, 12779, Fair Price, 99350, 
Used 2019 Buick, Encore Preferred FWD, 15550, Great Price, 49877, 
Used 2019 Buick, Enclave Essence AWD, 17550, Excellent Price, 82031, 
