Year/Make, Model, Price, Rating, Mileage
Used 2018 Volvo, XC90 T8 eAWD Plug-In Hybrid 7-Passenger Inscription, 18495, Excellent Price, 123314, 
Used 2018 Volvo, XC90 T5 AWD 7-Passenger Momentum, 16995, Excellent Price, 116496, 
Used 2018 Volvo, V60 Cross Country T5 Platinum AWD, 9830, Excellent Price, 176862, 
Used 2018 Volvo, XC60 T5 Momentum, 18750, Great Price, 57011, 
Used 2018 Volvo, XC60 T5 Momentum, 16890, Great Price, 83490, 
Used 2018 Volvo, S90 T5 AWD Momentum, 18565, Excellent Price, 73018, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Inscription, 25998, Fair Price, 82660, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 16975, Fair Price, 126525, 
Used 2018 Volvo, XC60 T5 Momentum, 19995, Excellent Price, 49853, 
Used 2018 Volvo, XC60 T6 Momentum, 24998, High Price, 55806, 
Used 2018 Volvo, S60 T5 Inscription AWD, 18998, High Price, 69241, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 18000, Fair Price, 167294, 
Used 2018 Volvo, S90 T5 AWD Momentum, 14896, Excellent Price, 97879, 
Used 2018 Volvo, V90 Cross Country T6, 23995, Fair Price, 116889, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 28998, High Price, 65261, 
Used 2018 Volvo, XC60 T6 Inscription, 17999, Fair Price, 93287, 
Used 2018 Volvo, XC60 T6 R-Design, 28500, Fair Price, 24355, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 17777, High Price, 117028, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 17327, High Price, 119301, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 22578, High Price, 63005, 
Used 2018 Volvo, XC60 T6 Momentum, 19995, High Price, 85661, 
Used 2018 Volvo, XC60 T6 R-Design, 24777, High Price, 48556, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 19495, High Price, 101500, 
Used 2018 Volvo, XC90 T6 AWD 7-Passenger Momentum, 16996, High Price, 106391, 
