Year/Make, Model, Price, Rating, Mileage
Used 2018 BMW, 330i xDrive Sedan, 18995, Excellent Price, 63601, 
Used 2018 BMW, i3 94 Ah with Range Extender, 14995, Great Price, 60299, 
Used 2018 BMW, 530i xDrive, 19699, Excellent Price, 63346, 
Used 2018 BMW, 330i xDrive Sedan, 20995, Great Price, 51361, 
Used 2018 BMW, 330i Sedan RWD, 21998, Great Price, 37568, 
Used 2018 BMW, 540i xDrive, 22599, Excellent Price, 78765, 
Used 2018 BMW, X1 xDrive28i AWD, 17500, Great Price, 71034, 
Used 2018 BMW, Plug-In Hybrid 530e iPerformance xDrive, 20839, Excellent Price, 53201, 
Used 2018 BMW, 330i xDrive Sedan, 16980, Fair Price, 81898, 
Used 2018 BMW, 740i xDrive, 25987, Excellent Price, 67653, 
Used 2018 BMW, X5 Plug-In Hybrid xDrive40e iPerformance AWD, 17899, Fair Price, 97862, 
Used 2018 BMW, X3 xDrive30i, 21900, Excellent Price, 48569, 
Used 2018 BMW, X1 xDrive28i AWD, 15995, High Price, 87322, 
Used 2018 BMW, 530i xDrive, 14995, Fair Price, 118655, 
Used 2018 BMW, X1 xDrive28i AWD, 19666, High Price, 49882, 
Used 2018 BMW, X3 xDrive30i, 17799, Fair Price, 81524, 
Used 2018 BMW, X5 xDrive50i AWD, 26456, Fair Price, 72981, 
Used 2018 BMW, X2 xDrive28i, 15297, Fair Price, 98168, 
Used 2018 BMW, 430i xDrive Convertible, 17995, High Price, 107730, 
Used 2018 BMW, X5 xDrive35i AWD, 16999, Excellent Price, 110135, 
Used 2018 BMW, Plug-In Hybrid 530e iPerformance xDrive, 17699, Great Price, 94471, 
Used 2018 BMW, M3 CS, 53991, Excellent Price, 56266, 
Used 2018 BMW, 330i xDrive Sports Wagon, 16995, Fair Price, 130526, 
Used 2018 BMW, X2 xDrive28i, 15787, Fair Price, 97699, 
Used 2018 BMW, 230i xDrive Coupe, 24998, High Price, 46467, 
Used 2018 BMW, M3 Sedan, 53977, Excellent Price, 58249, 
Used 2018 BMW, X3 xDrive30i, 18995, High Price, 84987, 
Used 2018 BMW, 540i xDrive, 21900, High Price, 94031, 
Used 2018 BMW, X3 xDrive30i, 18995, High Price, 95088, 
Used 2018 BMW, X5 xDrive35i AWD, 19995, Great Price, 99161, 
Used 2018 BMW, X3 xDrive30i, 22900, High Price, 60100, 
