Year/Make, Model, Price, Rating, Mileage
Used 2024 Mazda, CX-50 Turbo Premium, 35887, Fair Price, 10618, 
Used 2024 Mazda, CX-90 S Premium Plus, 36999, Excellent Price, 16329, 
Used 2024 Mazda, CX-5 2.5 S Carbon Edition, 27372, Great Price, 16957, 
Used 2024 Mazda, CX-30 Carbon Edition, 20890, Excellent Price, 35993, 
Used 2024 Mazda, CX-30 Carbon Edition, 21199, Excellent Price, 24864, 
Used 2024 Mazda, CX-30 Select, 19745, Excellent Price, 28438, 
Used 2024 Mazda, CX-30 Premium, 25304, Excellent Price, 16559, 
Used 2024 Mazda, CX-30 Select, 20609, Excellent Price, 28144, 
Used 2024 Mazda, CX-90 Premium, 30450, Excellent Price, 22050, 
Used 2024 Mazda, CX-90 Plug-In Hybrid Preferred, 33094, Excellent Price, 12556, 
Used 2024 Mazda, CX-90 S, 30292, Excellent Price, 65795, 
Used 2024 Mazda, CX-90 Preferred Plus, 27994, Excellent Price, 29441, 
Used 2024 Mazda, CX-90 Plug-In Hybrid Premium Plus, 40995, Excellent Price, 9692, 
Used 2024 Mazda, CX-30 Preferred, 21990, Excellent Price, 27144, 
Used 2024 Mazda, CX-50 Preferred, 24495, Excellent Price, 21445, 
Used 2024 Mazda, CX-5 2.5 S Premium, 29430, Excellent Price, 5300, 
Used 2024 Mazda, CX-5 2.5 S Premium Plus, 31644, Excellent Price, 2840, 
Used 2024 Mazda, CX-5 2.5 S Premium Plus, 31348, Excellent Price, 7965, 
Used 2024 Mazda, CX-90 Preferred Plus, 32683, Excellent Price, 15745, 
Used 2024 Mazda, CX-30 Premium, 27483, Excellent Price, 5669, 
Used 2024 Mazda, CX-5 2.5 S Carbon Edition, 23500, Excellent Price, 26897, 
Used 2024 Mazda, CX-90 S Premium, 36494, Excellent Price, 23651, 
Used 2024 Mazda, CX-90 Plug-In Hybrid Premium, 39559, Great Price, 11636, 
Used 2024 Mazda, CX-50 Preferred, 26990, Great Price, 14898, 
Used 2024 Mazda, CX-5 2.5 S Premium Plus, 30999, Great Price, 7785, 
Used 2024 Mazda, CX-5 2.5 S Carbon Edition, 27372, Great Price, 16957, 
Used 2024 Mazda, CX-30 Preferred, 24998, Great Price, 4225, 
Used 2024 Mazda, CX-90 Plug-In Hybrid Premium, 37517, Excellent Price, 14283, 
Used 2024 Mazda, CX-90 Plug-In Hybrid Premium Plus, 38499, Excellent Price, 20213, 
