Used 2024 Kia, Sportage LX FWD, $19,900, Excellent Price, 34,500 miles, 
Used 2024 Kia, Carnival SX Prestige, $41,998, Excellent Price, 27,534 miles, 
Used 2024 Kia, Soul LX IVT, $18,998, Great Price, 19,873 miles, 
Used 2024 Kia, Soul GT-Line IVT, $20,495, Excellent Price, 34,585 miles, 
Used 2024 Kia, Sportage LX FWD, $24,998, Great Price, 21,043 miles, 
Used 2024 Kia, Sportage SX FWD, $29,998, Great Price, 8,260 miles, 
Used 2024 Kia, Carnival SX, $38,998, Great Price, 38,050 miles, 
Used 2024 Kia, Sportage LX FWD, $22,000, Excellent Price, 27,506 miles, 
Used 2024 Kia, Telluride SX X-Pro AWD, $43,998, Fair Price, 28,527 miles, 
Used 2024 Kia, Soul GT-Line IVT, $21,998, Great Price, 20,158 miles, 
Used 2024 Kia, Telluride SX Prestige X-Pro AWD, $47,998, Great Price, 11,490 miles, 
Used 2024 Kia, Forte LXS IVT, $17,990, Excellent Price, 29,492 miles, 
Used 2024 Kia, Forte LXS IVT, $15,750, Excellent Price, 22,614 miles, 
Used 2024 Kia, Seltos SX 1.6T AWD, $25,635, Excellent Price, 2,862 miles, 
Used 2024 Kia, Seltos SX 1.6T AWD, $25,585, Excellent Price, 3,500 miles, 
Used 2024 Kia, Seltos SX 1.6T AWD, $26,570, Excellent Price, 2,475 miles, 
Used 2024 Kia, Forte GT DCT, $24,998, Great Price, 6,022 miles, 
Used 2024 Kia, Sportage X-Line AWD, $30,998, Fair Price, 4,684 miles, 
Used 2024 Kia, Telluride SX Prestige X-Pro AWD, $44,900, Great Price, 25,564 miles, 
Used 2024 Kia, Sportage LX AWD, $25,210, Excellent Price, 1,083 miles, 
Used 2024 Kia, Seltos SX 1.6T AWD, $25,800, Excellent Price, 5 miles, 
Used 2024 Kia, Seltos EX 2.0 AWD, $25,998, Fair Price, 27,472 miles, 
Used 2024 Kia, Sportage LX AWD, $24,990, Excellent Price, 4,385 miles, 
Used 2024 Kia, K5 GT FWD DCT, $32,432, Fair Price, 25,345 miles, 
Used 2024 Kia, Carnival EX, $34,600, Great Price, 41,933 miles, 
Used 2024 Kia, Forte LXS IVT, $18,500, Great Price, 4,500 miles, 
Used 2024 Kia, Sportage EX FWD, $26,009, Great Price, 2,584 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,801, Great Price, 162 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,995, Great Price, 18 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,800, Great Price, 256 miles, 
Used 2024 Kia, Seltos SX 1.6T AWD, $26,511, Fair Price, 4,578 miles, 
Used 2024 Kia, Sportage EX FWD, $26,009, Great Price, 2,584 miles, 
Used 2024 Kia, Forte LXS IVT, $19,998, Fair Price, 30,729 miles, 
Used 2024 Kia, Forte LXS IVT, $18,500, Great Price, 4,500 miles, 
Used 2024 Kia, Sportage EX AWD, $28,688, Fair Price, 2,528 miles, 
Used 2024 Kia, K5 GT-Line FWD, $28,998, Fair Price, 23,899 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,801, Great Price, 162 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,995, Great Price, 18 miles, 
Used 2024 Kia, Sorento S AWD, $29,952, Fair Price, 36,095 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,800, Great Price, 256 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,800, Excellent Price, 15 miles, 
Used 2024 Kia, Sportage LX FWD, $24,052, Great Price, 23,881 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,995, Great Price, 52 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $23,996, Great Price, 270 miles, 
Used 2024 Kia, Soul LX IVT, $18,700, Great Price, 22,579 miles, 
Used 2024 Kia, Carnival SX Prestige, $40,466, Excellent Price, 14,431 miles, 
Used 2024 Kia, Telluride SX Prestige AWD, $41,695, Great Price, 19,477 miles, 
Used 2024 Kia, Telluride SX Prestige X-Line AWD, $46,395, Great Price, 5,925 miles, 
Used 2024 Kia, Forte LXS IVT, $21,998, High Price, 6,602 miles, 
Used 2024 Kia, K5 GT-Line FWD, $29,998, High Price, 15,865 miles, 
Used 2024 Kia, Sportage Hybrid LX AWD, $25,900, Great Price, 39,932 miles, 
Used 2024 Kia, Sorento S FWD, $30,806, Great Price, 444 miles, 
Used 2024 Kia, Telluride SX X-Pro AWD, $43,500, Excellent Price, 1,469 miles, 
Used 2024 Kia, Telluride SX FWD, $38,429, Great Price, 25,249 miles, 
Used 2024 Kia, Sportage LX FWD, $24,684, Fair Price, 27,798 miles, 
Used 2024 Kia, Carnival SX Prestige, $40,500, Great Price, 13,897 miles, 
Used 2024 Kia, Sorento S FWD, $27,938, Fair Price, 36,979 miles, 
Used 2024 Kia, Sportage EX AWD, $28,480, Great Price, 7,716 miles, 
Used 2024 Kia, EV9 Wind AWD, $46,998, High Price, 34,841 miles, 
Used 2024 Kia, Seltos S 2.0 FWD, $20,870, Great Price, 25,368 miles, 
Used 2024 Kia, Seltos S 2.0 AWD, $24,493, Fair Price, 32 miles, 
Used 2024 Kia, Sportage Hybrid SX-Prestige AWD, $34,995, Fair Price, 16,216 miles, 
Used 2024 Kia, Seltos X-Line 1.6T AWD, $24,997, High Price, 27,848 miles, 
