Year/Make, Model, Price, Rating, Mileage
Used 2022 Subaru, WRX Manual, 25580, Great Price, 14375
Used 2022 Subaru, Forester Touring, 30516, Fair Price, 17578
Used 2022 Subaru, Legacy 2.5i Limited, 24900, Great Price, 25835
Used 2022 Subaru, Outback 2.4T Wilderness, 21914, Excellent Price, 67325
Used 2022 Subaru, Forester 2.5i, 17995, Excellent Price, 81974
Used 2022 Subaru, Outback 2.5i Limited, 24910, Excellent Price, 38169
Used 2022 Subaru, WRX Limited Manual, 26999, Excellent Price, 46651
Used 2022 Subaru, Forester Wilderness, 24499, Great Price, 46003
Used 2022 Subaru, Outback 2.5i Limited, 24530, Excellent Price, 41327
Used 2022 Subaru, Outback 2.5i Limited, 24807, Great Price, 57081
Used 2022 Subaru, Ascent Limited 7-Passenger, 29560, Excellent Price, 33557
Used 2022 Subaru, Outback 2.5i Premium, 24998, Great Price, 34129
Used 2022 Subaru, WRX Premium Manual, 23490, Excellent Price, 44897
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 22998, Great Price, 48232
Used 2022 Subaru, Ascent Touring 7-Passenger, 26991, Great Price, 65623
Used 2022 Subaru, Outback 2.5i Premium, 25178, Great Price, 30450
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 23100, Excellent Price, 26268
Used 2022 Subaru, WRX Premium Manual, 26995, Great Price, 31229
Used 2022 Subaru, Forester 2.5i, 19995, Great Price, 67852
Used 2022 Subaru, Outback 2.5i Premium, 27920, Excellent Price, 11659
Used 2022 Subaru, Outback 2.5i Premium, 24995, Excellent Price, 20944
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 26590, Great Price, 26273
Used 2022 Subaru, Crosstrek 2.0i Premium Manual, 24500, Great Price, 26240
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 23342, Great Price, 38213
Used 2022 Subaru, Outback 2.4T Wilderness, 29336, Great Price, 44002
Used 2022 Subaru, Outback 2.5i Premium, 23854, Great Price, 43750
Used 2022 Subaru, WRX Limited Manual, 27990, Excellent Price, 17139
Used 2022 Subaru, Impreza Premium 5-door CVT, 21485, Great Price, 18589
Used 2022 Subaru, Outback 2.5i Limited, 26191, Great Price, 52248
Used 2022 Subaru, Outback 2.5i Limited, 21495, Excellent Price, 64054
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 27000, Great Price, 13908
Used 2022 Subaru, Forester Wilderness, 28500, Great Price, 33042
Used 2022 Subaru, Forester Touring, 27913, Excellent Price, 21287
Used 2022 Subaru, Crosstrek 2.5i Sport CVT, 24995, Fair Price, 27307
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 24613, Great Price, 29247
Used 2022 Subaru, Outback 2.5i Limited, 26300, Great Price, 32081
Used 2022 Subaru, Outback 2.5i Limited, 25987, Excellent Price, 20331
Used 2022 Subaru, Forester Limited, 29998, Great Price, 19217
Used 2022 Subaru, Legacy 2.5i Premium, 22991, Great Price, 16593
Used 2022 Subaru, Outback 2.5i Touring, 28046, Great Price, 38869
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 27970, Great Price, 8687
Used 2022 Subaru, Ascent Touring 7-Passenger, 33642, Great Price, 26904
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 22888, Excellent Price, 36365
Used 2022 Subaru, Forester Limited, 29998, Great Price, 19952
Used 2022 Subaru, WRX GT CVT, 27395, Excellent Price, 42959
Used 2022 Subaru, Impreza Premium 5-door CVT, 13999, Excellent Price, 120496
Used 2022 Subaru, Impreza Premium Sedan CVT, 20998, Great Price, 41037
Used 2022 Subaru, Outback 2.5i Premium, 17499, Excellent Price, 101262
Used 2022 Subaru, Outback 2.5i Premium, 25840, Great Price, 24054
Used 2022 Subaru, Forester Wilderness, 30000, Great Price, 19970
Used 2022 Subaru, Ascent Premium 7-Passenger, 28783, Great Price, 29301
Used 2022 Subaru, Crosstrek 2.0i Premium Manual, 25748, Great Price, 17475
Used 2022 Subaru, Outback 2.5i Premium, 21900, Excellent Price, 49565
Used 2022 Subaru, Forester Limited, 26385, Great Price, 51614
Used 2022 Subaru, Forester Wilderness, 28585, Great Price, 27671
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 23995, Great Price, 14647
