Year/Make, Model, Price, Rating, Mileage
Used 2023 Land Rover, Defender 110 V8, 82532, Excellent Price, 29895, 
Used 2023 Land Rover, Defender 110 X, 59300, Excellent Price, 56161, 
Used 2023 Land Rover, Defender 130 First Edition, 59999, Excellent Price, 46200, 
Used 2023 Land Rover, Range Rover P530 SE SWB, 93900, Great Price, 37081, 
Used 2023 Land Rover, Defender 90 V8, 76999, Excellent Price, 8389, 
Used 2023 Land Rover, Defender 110 V8, 82532, Excellent Price, 29895, 
Used 2023 Land Rover, Discovery Sport SE, 29999, Great Price, 22635, 
Used 2023 Land Rover, Range Rover Velar P250 R-Dynamic S, 39950, Excellent Price, 49030, 
Used 2023 Land Rover, Range Rover P400 SE LWB 7 Seat, 89999, Excellent Price, 36694, 
Used 2023 Land Rover, Discovery P360 S R-Dynamic, 48277, Great Price, 17669, 
Used 2023 Land Rover, Defender 110 X-Dynamic SE, 62998, Fair Price, 22959, 
Used 2023 Land Rover, Defender 90 S, 45998, Great Price, 32042, 
Used 2023 Land Rover, Range Rover P400 SE SWB, 92400, High Price, 33175, 
Used 2023 Land Rover, Defender 110 S, 54999, High Price, 19945, 
