Year/Make, Model, Price, Rating, Mileage
Used 2020 Chevrolet, Traverse LT Leather AWD, 25711, Excellent Price, 55958, 
Used 2020 Chevrolet, Equinox LS with 1LS FWD, 10499, Excellent Price, 125508, 
Used 2020 Chevrolet, Silverado 1500 RST Crew Cab Short Bed 4WD, 33200, Excellent Price, 74220, 
Used 2020 Chevrolet, Silverado 1500 LT Crew Cab Short Bed 4WD, 29839, Excellent Price, 68856, 
Used 2020 Chevrolet, Silverado 1500 RST Crew Cab Short Bed 4WD, 35681, Excellent Price, 58734, 
Used 2020 Chevrolet, Silverado 1500 LT Trail Boss Crew Cab Short Bed 4WD, 32656, Excellent Price, 86323, 
Used 2020 Chevrolet, Tahoe LT 4WD, 29600, Excellent Price, 97243, 
Used 2020 Chevrolet, Sonic 5dr HB LT w/1FL, 11600, Excellent Price, 59080, 
Used 2020 Chevrolet, Silverado 1500 LT Trail Boss Crew Cab Short Bed 4WD, 34900, Great Price, 92483, 
Used 2020 Chevrolet, Silverado 1500 RST Crew Cab Short Bed 4WD, 39164, Great Price, 48939, 
Used 2020 Chevrolet, Blazer RS AWD, 21995, Great Price, 105022, 
Used 2020 Chevrolet, Equinox LT with 1LT AWD, 18998, Great Price, 47790, 
Used 2020 Chevrolet, Silverado 1500 RST Double Cab Standard Bed 4WD, 32834, Excellent Price, 51122, 
Used 2020 Chevrolet, Silverado 1500 LTZ Crew Cab Short Bed 4WD, 31950, Great Price, 98206, 
Used 2020 Chevrolet, Silverado 1500 Custom Crew Cab Short Bed 4WD, 28792, Excellent Price, 72033, 
Used 2020 Chevrolet, Silverado 1500 Custom Trail Boss Double Cab Standard Bed 4WD, 29690, Great Price, 73413, 
Used 2020 Chevrolet, Equinox LT with 2FL FWD, 17438, Excellent Price, 51124, 
Used 2020 Chevrolet, Silverado 1500 LT Double Cab Standard Bed 4WD, 28998, Great Price, 74532, 
Used 2020 Chevrolet, Malibu RS, 14900, Great Price, 80767, 
Used 2020 Chevrolet, Equinox LT with 2LT FWD, 19758, Great Price, 46913, 
Used 2020 Chevrolet, Silverado 1500 LT Double Cab Standard Bed 2WD, 25700, Great Price, 67245, 
Used 2020 Chevrolet, Spark LT CVT, 13500, Excellent Price, 20776, 
Used 2020 Chevrolet, Equinox LT with 1LT FWD, 18995, Great Price, 60813, 
Used 2020 Chevrolet, Equinox LT with 2FL FWD, 18998, Great Price, 53549, 
