Year/Make, Model, Price, Rating, Mileage
Used 2022 Dodge, Challenger R/T RWD, 27991, Excellent Price, 28697, 
Used 2022 Dodge, Challenger R/T RWD, 27991, Excellent Price, 28697, 
Used 2022 Dodge, Charger SXT RWD, 20000, Great Price, 75798, 
Used 2022 Dodge, Durango R/T AWD, 33700, Excellent Price, 59770, 
Used 2022 Dodge, Charger Scat Pack Widebody RWD, 49985, Great Price, 5637, 
Used 2022 Dodge, Charger GT RWD, 25880, Great Price, 57218, 
Used 2022 Dodge, Durango GT Plus RWD, 31998, Great Price, 28852, 
Used 2022 Dodge, Charger GT RWD, 26995, Great Price, 34890, 
Used 2022 Dodge, Charger SXT RWD, 19800, Fair Price, 75361, 
Used 2022 Dodge, Charger SXT RWD, 19500, Great Price, 75898, 
Used 2022 Dodge, Durango Citadel AWD, 31410, Great Price, 50663, 
Used 2022 Dodge, Durango Citadel RWD, 31163, Fair Price, 58541, 
Used 2022 Dodge, Charger R/T RWD, 36712, Fair Price, 19545, 
Used 2022 Dodge, Charger SXT RWD, 27998, High Price, 14269, 
Used 2022 Dodge, Charger SXT RWD, 22874, Fair Price, 49505, 
Used 2022 Dodge, Durango R/T AWD, 37000, High Price, 55753, 
Used 2022 Dodge, Charger R/T RWD, 24799, Fair Price, 139736, 
Used 2022 Dodge, Durango R/T AWD, 43495, High Price, 17296, 
Used 2022 Dodge, Charger R/T RWD, 32599, High Price, 60307, 
