Used 2024 Alfa Romeo, Stelvio Sprint AWD, $35,673, Fair Price, 3,148 miles, 
Used 2023 Alfa Romeo, Stelvio Quadrifoglio AWD, $75,214, High Price, 105 miles, 
Used 2022 Alfa Romeo, Giulia Sprint AWD, $24,250, Fair Price, 48,603 miles, 
Used 2017 Alfa Romeo, Giulia AWD, $11,800, High Price, 70,000 miles, 
