Year/Make, Model, Price, Rating, Mileage
Used 2024 Acura, RDX Advance Package, 42200, Excellent Price, 11306
Used 2024 Acura, Integra Standard CVT, 26000, Excellent Price, 22876
Used 2024 Acura, MDX Standard SH-AWD, 44200, Great Price, 11114
Used 2024 Acura, RDX Standard, 37400, Great Price, 10614
Used 2024 Acura, Integra A-Spec Technology Package CVT, 30600, Great Price, 13027
Used 2024 Acura, RDX A-Spec Package, 41600, Great Price, 10745
Used 2024 Acura, Integra A-Spec Technology Package CVT, 30600, Great Price, 22852
Used 2024 Acura, MDX Technology Package SH-AWD, 47000, Great Price, 16104
Used 2024 Acura, RDX A-Spec Package, 41700, Great Price, 12166
Used 2024 Acura, MDX Technology Package SH-AWD, 50998, Fair Price, 7583
Used 2024 Acura, RDX Advance Package, 46000, Fair Price, 6393
Used 2024 Acura, MDX Advance Package SH-AWD, 52429, Great Price, 20854
Used 2024 Acura, Integra A-Spec Technology Package CVT, 28400, Excellent Price, 24131
Used 2024 Acura, MDX Standard SH-AWD, 46988, Fair Price, 9542
Used 2024 Acura, MDX Advance Package SH-AWD, 52000, Great Price, 11392
Used 2024 Acura, MDX Standard SH-AWD, 45955, Fair Price, 5948
Used 2024 Acura, ZDX A-Spec Package AWD, 42800, Fair Price, 5518
Used 2024 Acura, RDX A-Spec Package, 44405, Fair Price, 4389
Used 2024 Acura, MDX A-Spec Package SH-AWD, 54000, High Price, 7830
Used 2024 Acura, MDX Technology Package FWD, 46900, High Price, 23615
