Year/Make, Model, Price, Rating, Mileage
Used 2020 Acura, RDX SH-AWD with Technology Package, 26998, Great Price, 65100, 
Used 2020 Acura, RDX SH-AWD with Technology Package, 28998, Great Price, 46225, 
