Year/Make, Model, Price, Rating, Mileage
Used 2023 Maserati, Ghibli GT RWD, 44260, Excellent Price, 16765, 
Used 2015 Maserati, GranTurismo Sport Coupe, 25999, Excellent Price, 49064, 
Used 2023 Maserati, Grecale GT, 34100, Excellent Price, 44292, 
Used 2023 Maserati, MC20 Convertible, 224500, Great Price, 251, 
Used 2014 Maserati, GranTurismo MC Convertible, 36994, Excellent Price, 26730, 
Used 2015 Maserati, Ghibli S Q4 AWD, 17995, Fair Price, 52438, 
Used 2019 Maserati, Ghibli Sedan RWD, 17485, Excellent Price, 84582, 
Used 2019 Maserati, Levante GTS 3.8L, 39958, Great Price, 47947, 
Used 2024 Maserati, Levante Modena Ultima, 87800, Excellent Price, 125, 
Used 2018 Maserati, Quattroporte S Q4 GranSport AWD, 29950, Fair Price, 55112, 
Used 2014 Maserati, Ghibli Sedan RWD, 16999, High Price, 52038, 
Used 2017 Maserati, Ghibli S RWD, 20357, High Price, 50595, 
Used 2017 Maserati, Ghibli Sedan RWD, 19995, High Price, 53990, 
Used 2024 Maserati, Levante GT Ultima, 81900, High Price, 7237, 
Used 2024 Maserati, Levante Modena Ultima, 92834, High Price, 6255, 
Used 2022 Maserati, Levante GT 3.0L, 47990, High Price, 35343, 
Used 2024 Maserati, Grecale Modena, 79824, High Price, 689, 
Used 2023 Maserati, Ghibli Modena RWD, 59900, Fair Price, 4655, 
