Used 2019 Maserati, Levante GranSport 3.0L, $23,900, Excellent Price, 54,898 miles, 
Used 2015 Maserati, GranTurismo Sport Coupe, $25,999, Excellent Price, 49,064 miles, 
Used 2014 Maserati, GranTurismo MC Convertible, $36,994, Excellent Price, 26,730 miles, 
Used 2023 Maserati, Grecale GT, $34,651, Great Price, 44,292 miles, 
Used 2019 Maserati, Ghibli Sedan RWD, $17,685, Excellent Price, 84,582 miles, 
Used 2019 Maserati, Levante GTS 3.8L, $39,958, Great Price, 47,947 miles, 
Used 2024 Maserati, Levante Modena Ultima, $87,800, Excellent Price, 125 miles, 
Used 2023 Maserati, Levante Modena, $48,971, Excellent Price, 27,214 miles, 
Used 2023 Maserati, MC20 Convertible, $224,500, Fair Price, 251 miles, 
Used 2015 Maserati, Ghibli S Q4 AWD, $17,995, Fair Price, 52,438 miles, 
Used 2019 Maserati, Levante GranLusso 3.0L, $24,688, Great Price, 55,856 miles, 
Used 2023 Maserati, Ghibli GT RWD, $44,988, Great Price, 16,765 miles, 
Used 2017 Maserati, Ghibli S RWD, $20,994, High Price, 50,595 miles, 
Used 2014 Maserati, Ghibli Sedan RWD, $16,999, High Price, 52,038 miles, 
Used 2017 Maserati, Ghibli Sedan RWD, $19,995, High Price, 53,990 miles, 
Used 2024 Maserati, Levante GT Ultima, $81,900, High Price, 7,237 miles, 
Used 2024 Maserati, Levante Modena Ultima, $92,834, High Price, 6,255 miles, 
Used 2022 Maserati, Levante GT 3.0L, $47,990, High Price, 35,343 miles, 
Used 2023 Maserati, Ghibli Modena RWD, $59,900, Fair Price, 1,150 miles, 
Used 2024 Maserati, Grecale Modena, $79,824, High Price, 689 miles, 
