Year/Make, Model, Price, Rating, Mileage
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 26000, Great Price, 41326
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 26900, Great Price, 42000
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 22495, Excellent Price, 8266
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 24919, Great Price, 38149
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 25495, High Price, 24459
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 22699, Great Price, 41344
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 29999, Fair Price, 26441
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 28500, Fair Price, 28330
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 20695, Fair Price, 60937
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 30500, Fair Price, 12180
Used 2022 Polestar, 2 Long Range Dual Motor AWD, 27500, Fair Price, 35860
