Year/Make, Model, Price, Rating, Mileage
Used 2018 Toyota, Corolla LE CVT, 11485, Great Price, 116944, 
Used 2018 Toyota, C-HR XLE FWD, 12999, Excellent Price, 127517, 
Used 2018 Toyota, Camry SE I4 Automatic, 10999, Excellent Price, 160821, 
Used 2018 Toyota, Corolla SE CVT, 13300, Excellent Price, 101542, 
Used 2018 Toyota, RAV4 XLE AWD, 12785, Excellent Price, 161456, 
Used 2018 Toyota, Camry LE I4 Automatic, 12925, Excellent Price, 134262, 
Used 2018 Toyota, Camry LE I4 Automatic, 14465, Excellent Price, 110375, 
Used 2018 Toyota, C-HR XLE FWD, 12999, Excellent Price, 127517, 
Used 2018 Toyota, Highlander SE V6 AWD, 17500, Excellent Price, 147326, 
Used 2018 Toyota, 4Runner Limited 4WD, 24500, Great Price, 145339, 
Used 2018 Toyota, Tacoma SR5 Double Cab 5' Bed V6 RWD Automatic, 26998, Great Price, 82289, 
Used 2018 Toyota, Camry SE I4 Automatic, 22998, Fair Price, 36177, 
Used 2018 Toyota, Camry Hybrid XLE, 11200, Great Price, 230284, 
Used 2018 Toyota, Camry XLE I4 Automatic, 18998, Great Price, 111452, 
Used 2018 Toyota, RAV4 LE FWD, 19250, Great Price, 71694, 
Used 2018 Toyota, Corolla LE CVT, 11485, Great Price, 116944, 
Used 2018 Toyota, Prius Prime Advanced, 21990, Excellent Price, 40348, 
Used 2018 Toyota, Tundra Limited CrewMax 5.5' Bed 5.7L V8 RWD, 36998, Fair Price, 72197, 
Used 2018 Toyota, Highlander Hybrid Limited Platinum V6 AWD, 23899, Excellent Price, 101724, 
Used 2018 Toyota, C-HR XLE FWD, 17998, Fair Price, 81175, 
Used 2018 Toyota, RAV4 XLE FWD, 21787, Great Price, 42245, 
Used 2018 Toyota, Corolla SE CVT, 15977, Great Price, 53759, 
Used 2018 Toyota, Tacoma TRD Sport Double Cab 5' Bed V6 RWD Automatic, 28432, Great Price, 73823, 
Used 2018 Toyota, Camry SE I4 Automatic, 20681, Fair Price, 46953, 
Used 2018 Toyota, 4Runner Limited 4WD, 25900, Great Price, 123189, 
Used 2018 Toyota, Camry SE I4 Automatic, 20000, Great Price, 84283, 
Used 2018 Toyota, 4Runner Limited 4WD, 34591, Great Price, 101897, 
Used 2018 Toyota, Corolla LE CVT, 10995, Excellent Price, 81241, 
Used 2018 Toyota, Tacoma SR5 Double Cab 5' Bed I4 RWD Automatic, 24599, Great Price, 59312, 
Used 2018 Toyota, Camry XLE V6 Automatic, 15985, Excellent Price, 128166, 
Used 2018 Toyota, Tundra Limited CrewMax 5.5' Bed Flex Fuel 5.7L 4WD, 32989, Great Price, 109729, 
Used 2018 Toyota, C-HR XLE Premium FWD, 16339, Fair Price, 81199, 
Used 2018 Toyota, Camry XLE V6 Automatic, 15985, Excellent Price, 128166, 
Used 2018 Toyota, C-HR XLE FWD, 18998, Fair Price, 60013, 
Used 2018 Toyota, Corolla LE CVT, 20998, Fair Price, 5589, 
Used 2018 Toyota, Highlander Limited Platinum V6 FWD, 26695, Fair Price, 99243, 
Used 2018 Toyota, Camry SE I4 Automatic, 20000, Great Price, 84283, 
Used 2018 Toyota, Corolla LE CVT, 15998, High Price, 103354, 
Used 2018 Toyota, Highlander SE V6 FWD, 21690, Excellent Price, 81760, 
Used 2018 Toyota, Highlander LE Plus V6 AWD, 19998, Fair Price, 121632, 
Used 2018 Toyota, RAV4 LE FWD, 23998, High Price, 25918, 
Used 2018 Toyota, Highlander Hybrid Limited Platinum V6 AWD, 23899, Excellent Price, 101724, 
Used 2018 Toyota, 4Runner SR5 Premium 4WD, 29998, Great Price, 114203, 
Used 2018 Toyota, Tundra Limited CrewMax 5.5' Bed Flex Fuel 5.7L 4WD, 32989, Great Price, 109729, 
Used 2018 Toyota, Yaris iA Automatic, 16998, Fair Price, 47302, 
Used 2018 Toyota, Camry LE I4 Automatic, 13999, Excellent Price, 119378, 
Used 2018 Toyota, Tacoma SR5 Double Cab 5' Bed V6 RWD Automatic, 24585, Excellent Price, 77705, 
Used 2018 Toyota, Corolla LE CVT, 15998, High Price, 101464, 
Used 2018 Toyota, C-HR XLE FWD, 16319, Great Price, 55211, 
Used 2018 Toyota, Camry LE I4 Automatic, 11491, Great Price, 168844, 
Used 2018 Toyota, RAV4 XLE FWD, 11985, Excellent Price, 150493, 
Used 2018 Toyota, RAV4 XLE AWD, 17997, Excellent Price, 71463, 
Used 2018 Toyota, Tacoma SR5 Double Cab 5' Bed I4 RWD Automatic, 24599, Great Price, 59312, 
Used 2018 Toyota, Corolla SE CVT, 11950, Excellent Price, 117898, 
Used 2018 Toyota, Tacoma SR5 Double Cab 5' Bed V6 RWD Automatic, 29995, Fair Price, 48519, 
Used 2018 Toyota, 4Runner SR5 RWD, 31889, Fair Price, 54113, 
Used 2018 Toyota, RAV4 LE FWD, 15899, Excellent Price, 107501, 
