Year/Make, Model, Price, Rating, Mileage
Used 2018 Buick, Encore Preferred FWD, 12080, Excellent Price, 69552, 
Used 2018 Buick, Encore Preferred AWD, 11499, Excellent Price, 90150, 
Used 2018 Buick, Enclave Essence AWD, 13000, Excellent Price, 118087, 
Used 2018 Buick, Regal Sportback Preferred II FWD, 15595, Excellent Price, 57535, 
Used 2018 Buick, Encore Essence FWD, 10648, Fair Price, 103016, 
Used 2018 Buick, Envision Essence FWD, 18321, Excellent Price, 47072, 
Used 2018 Buick, Enclave Essence FWD, 18200, Great Price, 78000, 
Used 2018 Buick, Enclave Avenir AWD, 18750, Fair Price, 101724, 
Used 2018 Buick, Enclave Essence AWD, 16633, High Price, 99936, 
Used 2018 Buick, Envision Preferred FWD, 12998, High Price, 116619, 
Used 2018 Buick, LaCrosse Premium AWD, 16899, High Price, 58400, 
Used 2018 Buick, Encore Sport Touring FWD, 12582, High Price, 91636, 
