Year/Make, Model, Price, Rating, Mileage
Used 2022 Subaru, Legacy 2.5i Premium, 15995, Excellent Price, 100013, 
Used 2022 Subaru, WRX Limited Manual, 30998, Great Price, 29437, 
Used 2022 Subaru, Ascent Onyx Edition 7-Passenger, 22988, Excellent Price, 118462, 
Used 2022 Subaru, Outback 2.5i Limited, 27998, Great Price, 43102, 
Used 2022 Subaru, Forester Premium, 24435, Great Price, 52154, 
Used 2022 Subaru, Impreza Sedan CVT, 18995, Excellent Price, 13122, 
Used 2022 Subaru, Ascent Limited 8-Passenger, 26300, Great Price, 66455, 
Used 2022 Subaru, Forester Premium, 26895, Great Price, 15793, 
Used 2022 Subaru, Outback 2.5i Premium, 22495, Fair Price, 65324, 
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 29998, Fair Price, 6129, 
Used 2022 Subaru, Impreza 5-door CVT, 15995, Great Price, 82235, 
Used 2022 Subaru, Forester Touring, 29581, Great Price, 21473, 
Used 2022 Subaru, Outback 2.5i Limited, 24747, Great Price, 71997, 
Used 2022 Subaru, Legacy 2.4T Limited XT, 24716, Excellent Price, 34997, 
Used 2022 Subaru, Outback 2.4T Limited XT, 27996, Great Price, 49133, 
Used 2022 Subaru, Legacy 2.5i Sport, 23998, Fair Price, 49326, 
Used 2022 Subaru, Outback 2.4T Wilderness, 29997, Great Price, 49955, 
Used 2022 Subaru, Outback 2.4T Wilderness, 31677, Great Price, 25978, 
Used 2022 Subaru, Forester Sport, 28595, Great Price, 25502, 
Used 2022 Subaru, Ascent Limited 8-Passenger, 32986, Great Price, 30365, 
Used 2022 Subaru, WRX Premium Manual, 26547, Great Price, 41804, 
Used 2022 Subaru, Ascent Touring 7-Passenger, 34647, Great Price, 31616, 
Used 2022 Subaru, Outback 2.4T Wilderness, 31677, Great Price, 35277, 
Used 2022 Subaru, Ascent Touring 7-Passenger, 34996, Great Price, 27510, 
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 25476, Great Price, 19709, 
Used 2022 Subaru, Outback 2.5i Limited, 23500, Fair Price, 71542, 
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 24997, Great Price, 49703, 
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 23996, Great Price, 80192, 
Used 2022 Subaru, Outback 2.4T Limited XT, 30997, Fair Price, 29340, 
