Year/Make, Model, Price, Rating, Mileage
Used 2018 Subaru, Forester 2.5i Premium CVT, 13440, Excellent Price, 117530
Used 2018 Subaru, WRX Premium Manual, 16350, Great Price, 96791
Used 2018 Subaru, Forester 2.5i Premium CVT, 10999, Great Price, 145184
Used 2018 Subaru, WRX Base Manual, 18500, Great Price, 73704
Used 2018 Subaru, Forester 2.5i Premium CVT, 11995, Great Price, 92000
Used 2018 Subaru, Forester 2.5i Premium CVT, 14295, Excellent Price, 106477
Used 2018 Subaru, Legacy 2.5i Premium, 12000, Great Price, 122190
Used 2018 Subaru, Impreza 2.0i Sport 5-door CVT, 16900, Fair Price, 63347
Used 2018 Subaru, Outback 3.6R Touring, 22900, Fair Price, 55299
Used 2018 Subaru, Outback 2.5i Premium, 18069, High Price, 78559
Used 2018 Subaru, Impreza 2.0i Sport 5-door CVT, 16500, Great Price, 63017
Used 2018 Subaru, Legacy 2.5i Sport, 9495, Excellent Price, 169045
Used 2018 Subaru, Crosstrek 2.0i Manual, 14399, Fair Price, 121481
Used 2018 Subaru, Legacy 2.5i Premium, 13995, Fair Price, 22000
Used 2018 Subaru, Forester 2.5i Limited CVT, 15000, Fair Price, 124218
Used 2018 Subaru, Forester 2.5i CVT, 16999, High Price, 81215
Used 2018 Subaru, Crosstrek 2.0i Limited CVT, 18990, High Price, 84443
Used 2018 Subaru, Crosstrek 2.0i Premium Manual, 16855, Excellent Price, 67846
Used 2018 Subaru, Legacy 2.5i Premium, 12995, High Price, 74000
Used 2018 Subaru, Forester 2.5i CVT, 19995, High Price, 37521
Used 2018 Subaru, Forester 2.5i Premium CVT, 14231, Excellent Price, 96741
Used 2018 Subaru, Forester 2.5i Touring CVT, 18400, Fair Price, 90029
Used 2018 Subaru, Outback 2.5i Limited, 18667, High Price, 85414
Used 2018 Subaru, Crosstrek 2.0i Limited CVT, 18296, High Price, 90710
