Year/Make, Model, Price, Rating, Mileage
Used 2022 Subaru, Forester Sport, 28618, Great Price, 29483
Used 2022 Subaru, Legacy 2.4T Touring XT, 25900, Fair Price, 52767
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 23852, Great Price, 54842
Used 2022 Subaru, Outback 2.4T Wilderness, 24990, Excellent Price, 71905
Used 2022 Subaru, Crosstrek 2.5i Sport CVT, 25998, Great Price, 32007
Used 2022 Subaru, Ascent Limited 7-Passenger, 27550, Great Price, 65773
Used 2022 Subaru, Outback 2.5i Limited, 25998, Great Price, 54766
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 22000, Excellent Price, 24562
Used 2022 Subaru, WRX GT CVT, 34999, Fair Price, 11391
Used 2022 Subaru, Outback 2.5i Limited, 26971, Fair Price, 35032
Used 2022 Subaru, Forester Wilderness, 24900, Excellent Price, 60501
Used 2022 Subaru, Forester Premium, 26990, Great Price, 30573
Used 2022 Subaru, Outback 2.5i Limited, 27978, Excellent Price, 7088
Used 2022 Subaru, Legacy 2.5i Limited, 26537, Fair Price, 12865
Used 2022 Subaru, Forester Premium, 26998, Fair Price, 40108
Used 2022 Subaru, Outback 2.5i Limited, 22793, Excellent Price, 55368
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 26295, Great Price, 26380
Used 2022 Subaru, Outback 2.5i Premium, 27998, High Price, 26908
Used 2022 Subaru, Forester Sport, 31977, High Price, 24242
Used 2022 Subaru, Legacy 2.5i Limited, 23450, Great Price, 40839
Used 2022 Subaru, Forester Sport, 28618, Great Price, 29483
Used 2022 Subaru, Legacy 2.4T Touring XT, 25900, Fair Price, 52767
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 23852, Great Price, 54842
Used 2022 Subaru, Outback 2.4T Wilderness, 24990, Excellent Price, 71905
Used 2022 Subaru, Crosstrek 2.5i Sport CVT, 25998, Great Price, 32007
Used 2022 Subaru, Ascent Limited 7-Passenger, 27550, Great Price, 65773
Used 2022 Subaru, Outback 2.5i Limited, 25998, Great Price, 54766
Used 2022 Subaru, Crosstrek 2.0i Premium CVT, 22000, Excellent Price, 24562
Used 2022 Subaru, WRX GT CVT, 34999, Fair Price, 11391
Used 2022 Subaru, Outback 2.5i Limited, 26971, Fair Price, 35032
Used 2022 Subaru, Forester Wilderness, 24900, Excellent Price, 60501
Used 2022 Subaru, Forester Premium, 26990, Great Price, 30573
Used 2022 Subaru, Outback 2.5i Limited, 27978, Excellent Price, 7088
Used 2022 Subaru, Legacy 2.5i Limited, 26537, Fair Price, 12865
Used 2022 Subaru, Forester Premium, 26998, Fair Price, 40108
Used 2022 Subaru, Outback 2.5i Limited, 22793, Excellent Price, 55368
Used 2022 Subaru, Crosstrek 2.5i Limited CVT, 26295, Great Price, 26380
Used 2022 Subaru, Outback 2.5i Premium, 27998, High Price, 26908
Used 2022 Subaru, Forester Sport, 31977, High Price, 24242
Used 2022 Subaru, Legacy 2.5i Limited, 23450, Great Price, 40839
