Used 2023 INFINITI, QX60 PURE AWD, $36,800, Fair Price, 29,346 miles, 
Used 2023 INFINITI, Q50 LUXE RWD, $24,393, Excellent Price, 18,650 miles, 
Used 2023 INFINITI, QX60 SENSORY AWD, $39,993, Great Price, 14,237 miles, 
Used 2023 INFINITI, QX50 SPORT AWD, $30,849, Fair Price, 47,671 miles, 
Used 2023 INFINITI, QX80 SENSORY AWD, $46,299, Excellent Price, 48,023 miles, 
