Year/Make, Model, Price, Rating, Mileage
Used 2019 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 27998, Excellent Price, 23353, 
Used 2019 Ford, Mustang EcoBoost Fastback, 14900, Excellent Price, 62579, 
Used 2019 Ford, Ranger XLT SuperCrew 5' Box 4WD, 22800, Excellent Price, 72388, 
Used 2019 Ford, Flex Limited FWD, 7760, Excellent Price, 166847, 
Used 2019 Ford, Fusion Hybrid SE FWD, 6999, Excellent Price, 174093, 
Used 2019 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 27998, Excellent Price, 23353, 
Used 2019 Ford, Transit Passenger Wagon T-150 XLT with Sliding RH Door 130" Medium Roof, 21750, Excellent Price, 122502, 
Used 2019 Ford, Fusion S FWD, 9995, Excellent Price, 88210, 
Used 2019 Ford, Transit Cargo Van T-250 with Sliding RH Door 130" Low Roof 9000 GVWR, 14599, Excellent Price, 118253, 
Used 2019 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 27998, Great Price, 84775, 
Used 2019 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 28495, Great Price, 67149, 
Used 2019 Ford, Edge SEL AWD, 6955, Excellent Price, 215914, 
Used 2019 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 30598, Great Price, 53289, 
Used 2019 Ford, Escape SEL AWD, 11988, Great Price, 109130, 
Used 2019 Ford, Explorer XLT 4WD, 22895, Great Price, 74156, 
Used 2019 Ford, Expedition Limited 4WD, 31995, Great Price, 71010, 
Used 2019 Ford, Flex Limited FWD, 15476, Great Price, 88900, 
Used 2019 Ford, EcoSport SE 4WD, 12994, Excellent Price, 59066, 
Used 2019 Ford, Transit Cargo Van T-250 with Sliding RH Door 130" Low Roof 9000 GVWR, 15999, Excellent Price, 118781, 
Used 2019 Ford, Edge Titanium AWD, 12950, Great Price, 141972, 
Used 2019 Ford, Super Duty F-250 XL 4WD Crew Cab 6.75' Box, 35960, Great Price, 57023, 
Used 2019 Ford, F-150 XL SuperCrew 5.5' Box 4WD, 19999, Excellent Price, 65352, 
Used 2019 Ford, Flex Limited AWD, 15788, Fair Price, 81637, 
Used 2019 Ford, F-150 XLT SuperCrew 6.5' Box 4WD, 17454, Great Price, 155219, 
Used 2019 Ford, Transit Passenger Wagon T-350 XL with Sliding RH Door 148" Medium Roof, 31999, Great Price, 41623, 
Used 2019 Ford, Ranger XL SuperCrew 5' Box 4WD, 22795, Great Price, 83145, 
Used 2019 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 29998, Fair Price, 74225, 
Used 2019 Ford, F-150 XL Regular Cab 6.5' Box 2WD, 15995, Great Price, 102508, 
Used 2019 Ford, Fiesta SE Sedan, 7994, Excellent Price, 93579, 
Used 2019 Ford, Ranger XLT SuperCrew 5' Box 4WD, 22800, Excellent Price, 72388, 
Used 2019 Ford, Mustang EcoBoost Fastback, 19998, Great Price, 47889, 
Used 2019 Ford, Transit Cargo Van T-250 with Sliding RH Door 130" Low Roof 9000 GVWR, 17500, Excellent Price, 92622, 
Used 2019 Ford, Mustang EcoBoost Fastback, 14900, Excellent Price, 62579, 
Used 2019 Ford, F-150 Platinum SuperCrew 5.5' Box 4WD, 27995, Excellent Price, 78275, 
Used 2019 Ford, Escape SE AWD, 12672, Excellent Price, 80678, 
Used 2019 Ford, Transit Cargo Van T-250 with Sliding RH Door 130" Low Roof 9000 GVWR, 17500, Excellent Price, 92622, 
Used 2019 Ford, F-150 XLT SuperCrew 6.5' Box 4WD, 27990, Excellent Price, 76542, 
Used 2019 Ford, Ranger Lariat SuperCrew 5' Box 4WD, 26989, Excellent Price, 62448, 
Used 2019 Ford, Escape SEL AWD, 16787, Fair Price, 63859, 
Used 2019 Ford, Escape SE AWD, 12672, Excellent Price, 80678, 
