Year/Make, Model, Price, Rating, Mileage
Used 2024 Rivian, R1S Adventure Quad-Motor Large Pack, 73998, Great Price, 6400, 
Used 2024 Rivian, R1S Adventure Dual-Motor Large Pack, 69916, Great Price, 4992, 
