Year/Make, Model, Price, Rating, Mileage
Used 2020 Ford, Escape SE AWD, 15295, Excellent Price, 63836, 
Used 2020 Ford, Explorer XLT 4WD, 19498, Excellent Price, 94573, 
Used 2020 Ford, Explorer XLT 4WD, 18411, Great Price, 101946, 
Used 2020 Ford, Escape SE AWD, 15295, Excellent Price, 63836, 
Used 2020 Ford, Super Duty F-350 Lariat Crew Cab 6.75' Box SRW 4WD, 46800, Excellent Price, 67109, 
Used 2020 Ford, Explorer XLT 4WD, 23595, Excellent Price, 76480, 
Used 2020 Ford, Escape Hybrid SE Sport AWD, 13495, Excellent Price, 110739, 
Used 2020 Ford, Fusion SE AWD, 18751, Excellent Price, 52458, 
Used 2020 Ford, Transit Cargo Van T-250 130" Low Roof 9070 GVWR RWD, 12500, Excellent Price, 207669, 
Used 2020 Ford, Explorer XLT 4WD, 17000, Excellent Price, 120178, 
Used 2020 Ford, Edge SEL FWD, 18675, Great Price, 65027, 
Used 2020 Ford, F-150 Platinum SuperCrew 5.5' Box 4WD, 34566, Excellent Price, 103866, 
Used 2020 Ford, Escape Hybrid SE Sport AWD, 19999, Great Price, 37301, 
Used 2020 Ford, Explorer XLT 4WD, 20995, Great Price, 80142, 
Used 2020 Ford, Escape SEL AWD, 20195, Great Price, 32382, 
Used 2020 Ford, Explorer ST 4WD, 31495, Great Price, 57268, 
Used 2020 Ford, Ranger XLT 4WD SuperCrew 5' Box, 27000, Great Price, 47014, 
Used 2020 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 24000, Great Price, 113543, 
Used 2020 Ford, Explorer XLT 4WD, 22495, Great Price, 72905, 
Used 2020 Ford, F-150 Lariat SuperCrew 5.5' Box 4WD, 36300, Excellent Price, 35074, 
Used 2020 Ford, Explorer Platinum 4WD, 31695, Fair Price, 34297, 
Used 2020 Ford, F-150 XLT SuperCab 6.5' Box 4WD, 33000, Great Price, 12524, 
Used 2020 Ford, F-150 Raptor SuperCrew 5.5' Box 4WD, 37470, Excellent Price, 117802, 
Used 2020 Ford, Explorer XLT 4WD, 19495, Fair Price, 101577, 
Used 2020 Ford, Escape S FWD, 13998, Great Price, 61730, 
Used 2020 Ford, Explorer XLT 4WD, 19498, Excellent Price, 94573, 
Used 2020 Ford, Escape SEL AWD, 16840, Great Price, 78087, 
Used 2020 Ford, F-150 Raptor SuperCrew 5.5' Box 4WD, 36995, Fair Price, 134520, 
Used 2020 Ford, Escape SE AWD, 13495, Fair Price, 102447, 
Used 2020 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 23500, Great Price, 108076, 
Used 2020 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 30500, Fair Price, 49031, 
Used 2020 Ford, Fusion SE FWD, 15970, Great Price, 51154, 
Used 2020 Ford, Explorer XLT 4WD, 18411, Great Price, 101946, 
Used 2020 Ford, Transit Cargo Van T-250 130" Low Roof 9070 GVWR RWD, 12500, Excellent Price, 207669, 
Used 2020 Ford, Edge SEL AWD, 14795, Great Price, 104264, 
Used 2020 Ford, Escape SEL FWD, 14405, Fair Price, 102986, 
Used 2020 Ford, Fusion SE FWD, 16490, Fair Price, 40905, 
Used 2020 Ford, Edge SEL AWD, 19500, Fair Price, 50204, 
Used 2020 Ford, Explorer Limited 4WD, 23499, Excellent Price, 64706, 
Used 2020 Ford, Escape SE AWD, 15425, Fair Price, 87621, 
Used 2020 Ford, Explorer ST 4WD, 32991, Fair Price, 42433, 
Used 2020 Ford, F-150 XLT SuperCrew 5.5' Box 4WD, 25998, Great Price, 95097, 
