Used 2023 Land Rover, Defender 110 X, $58,500, Excellent Price, 57,340 miles, 
Used 2023 Land Rover, Range Rover Evoque R-Dynamic SE, $35,402, Excellent Price, 20,112 miles, 
Used 2023 Land Rover, Discovery Sport SE, $38,995, Great Price, 7,046 miles, 
Used 2023 Land Rover, Range Rover Sport First Edition, $124,995, High Price, 907 miles, 
Used 2023 Land Rover, Discovery P360 S R-Dynamic, $56,995, Fair Price, 10,807 miles, 
Used 2023 Land Rover, Defender 110 X-Dynamic SE, $64,995, Fair Price, 30,250 miles, 
Used 2023 Land Rover, Range Rover Evoque R-Dynamic S, $41,995, High Price, 19,598 miles, 
Used 2023 Land Rover, Discovery Sport SE R-Dynamic, $42,995, High Price, 8,286 miles, 
