Year/Make, Model, Price, Rating, Mileage
Used 2022 Jaguar, F-PACE P250 AWD S, 26988, Excellent Price, 69128, 
Used 2022 Jaguar, F-PACE P250 AWD S, 59995, High Price, 31492, 
