Year/Make, Model, Price, Rating, Mileage
Used 2022 Kia, Forte LXS IVT, 16695, Excellent Price, 36557, 
Used 2022 Kia, Niro EV S, 18000, Excellent Price, 23222, 
Used 2022 Kia, K5 LXS FWD, 18382, Excellent Price, 60011, 
Used 2022 Kia, Forte LXS IVT, 12395, Excellent Price, 125427, 
Used 2022 Kia, Forte LXS IVT, 17998, Great Price, 32067, 
Used 2022 Kia, Soul LX IVT, 14950, Excellent Price, 61682, 
Used 2022 Kia, EV6 Wind AWD, 18900, Great Price, 90238, 
Used 2022 Kia, Sportage LX AWD, 17675, Excellent Price, 52590, 
Used 2022 Kia, Sportage LX AWD, 20998, Great Price, 28279, 
Used 2022 Kia, Soul LX IVT, 14697, Excellent Price, 46589, 
Used 2022 Kia, Sorento LX AWD, 24998, Great Price, 34093, 
Used 2022 Kia, K5 GT-Line AWD, 23995, Great Price, 41782, 
Used 2022 Kia, Sportage EX AWD, 19998, Excellent Price, 58207, 
Used 2022 Kia, Sorento S FWD, 24786, Great Price, 35625, 
Used 2022 Kia, K5 GT-Line FWD, 20950, Great Price, 82141, 
Used 2022 Kia, K5 LXS FWD, 16600, Fair Price, 86557, 
Used 2022 Kia, Forte GT DCT, 18950, Great Price, 46235, 
Used 2022 Kia, K5 GT-Line FWD, 19400, Fair Price, 89334, 
Used 2022 Kia, Forte GT-Line IVT, 21998, Fair Price, 17112, 
Used 2022 Kia, Telluride SX AWD, 39980, Great Price, 19074, 
Used 2022 Kia, Sorento SX AWD, 28998, Great Price, 49677, 
Used 2022 Kia, Forte LXS IVT, 17998, Great Price, 35941, 
Used 2022 Kia, Stinger GT2 RWD, 33680, Great Price, 51212, 
Used 2022 Kia, Sorento Hybrid S FWD, 23500, Great Price, 66824, 
Used 2022 Kia, Rio S Sedan IVT, 16512, Great Price, 24566, 
Used 2022 Kia, Stinger GT1 AWD, 33991, Great Price, 22942, 
Used 2022 Kia, K5 GT-Line FWD, 20995, Great Price, 68453, 
Used 2022 Kia, Sorento X-Line SX Prestige AWD, 34998, Great Price, 23113, 
Used 2022 Kia, Seltos SX 1.6T AWD, 23300, Great Price, 21776, 
Used 2022 Kia, Sorento X-Line EX AWD, 32998, Great Price, 19314, 
Used 2022 Kia, Stinger GT1 AWD, 33991, Great Price, 22942, 
Used 2022 Kia, Sorento SX AWD, 29730, Excellent Price, 25462, 
Used 2022 Kia, Sportage EX FWD, 19788, Excellent Price, 75705, 
Used 2022 Kia, Forte LXS IVT, 17824, Great Price, 22761, 
Used 2022 Kia, Sorento X-Line S AWD, 27106, Great Price, 36164, 
Used 2022 Kia, Seltos SX 1.6T AWD, 23300, Great Price, 21776, 
Used 2022 Kia, Sorento SX AWD, 30680, Excellent Price, 18915, 
Used 2022 Kia, Sorento LX AWD, 24342, Fair Price, 34508, 
Used 2022 Kia, Sorento SX FWD, 30711, Great Price, 16038, 
Used 2022 Kia, Soul LX IVT, 14949, Excellent Price, 47901, 
Used 2022 Kia, K5 GT-Line FWD, 24077, Great Price, 48878, 
Used 2022 Kia, Telluride EX AWD, 31480, Great Price, 55874, 
Used 2022 Kia, Sorento LX AWD, 24716, Great Price, 42353, 
Used 2022 Kia, K5 GT-Line AWD, 24630, Excellent Price, 36837, 
Used 2022 Kia, K5 LXS FWD, 19933, Fair Price, 48011, 
Used 2022 Kia, Telluride SX AWD, 34399, Great Price, 54851, 
Used 2022 Kia, K5 GT-Line FWD, 20488, Fair Price, 99764, 
Used 2022 Kia, K5 GT-Line AWD, 22750, Great Price, 42768, 
Used 2022 Kia, Telluride SX AWD, 31950, Great Price, 76220, 
Used 2022 Kia, Telluride EX AWD, 34000, Great Price, 41377, 
Used 2022 Kia, Sorento LX FWD, 22980, Great Price, 39786, 
Used 2022 Kia, Forte LXS IVT, 16995, Fair Price, 42902, 
Used 2022 Kia, Forte LXS IVT, 16998, Great Price, 35903, 
Used 2022 Kia, Telluride SX AWD, 33949, Fair Price, 72535, 
Used 2022 Kia, Sorento EX FWD, 22750, Great Price, 99739, 
Used 2022 Kia, K5 EX FWD, 23300, Great Price, 23820, 
Used 2022 Kia, Forte LXS IVT, 18195, Great Price, 5518, 
